locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
port renfrew,canada,british columbia,,48.55,-124.416667,no,High(87),,"48.55,-124.416667,PORT RENFREW|Unavailable|Unavailable|High(87)",1715619c-e64d-4573-8e43-7dbb5b6fea58
fort verde,united states,arizona,yavapai,34.716132,-111.994878,no,Low(35),,"34.716132,-111.994878,VERDE|Unavailable|Unavailable|Low(35)",f3ef9d4f-c002-4ce2-9f75-3b03cde47c64
"sierra ladrones; 1.5 mi. se ladron peak; 12s, 314.0 easting, 3811.0 northing",united states,new mexico,socorro county,34.41884,-107.065821,no,High(86),,"34.41884,-107.065821,Distance SouthEast of LADRON PEAK|Unavailable|Unavailable|High(86),34.393953,-106.991976,SIERRA LADRONES|Unavailable|Unavailable|Low(45)",a34cc9a4-d633-4608-b292-7451179ccadb
florida panther national wildlife refuge,united states,florida,collier,26.190964,-81.40512,no,High(100),,"26.190964,-81.40512,FLORIDA PANTHER NATIONAL WILDLIFE REFUGE|Unavailable|Unavailable|High(100)",2a20502b-cff5-4e15-b80c-df9edb904d50
"san andres mountains, near corona; 472.68 x 3790.50",united states,new mexico,dona ana county,34.250907,-105.596669,no,Medium(52),,"34.250907,-105.596669,Near CORONA|NM:ppl:14430@PPL|Unavailable|Medium(52),34.150071,-105.725552,Near CORONA|Unavailable|Unavailable|Medium(51),33.080912,-106.646954,SAN ANDRES MOUNTAINS|Unavailable|Unavailable|Low(50)",bd60f4e0-733f-4b29-a856-e39771aa7bd4
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",20592512-d7c5-40b7-8503-8cb5fb7f6980
"colonia garcia, [about 60 mi sw casa grandes (see miller and kellogg, 1955:775)]",mexico,chihuahua,,29.974991,-108.337291,no,Low(44),,"29.974991,-108.337291,COLONIA GARCIA|Unavailable|Unavailable|Low(44),29.316316,-107.406229,GARCIA|Unavailable|Unavailable|Low(36),29.974991,-108.337291,GARCIA|Unavailable|Unavailable|Low(36),28.366667,-105.383333,GARCIA|Unavailable|Unavailable|Low(36),26.983333,-105.733333,GARCIA|Unavailable|Unavailable|Low(36),28.35,-105.433333,GARCIA|Unavailable|Unavailable|Low(36)",b249caf1-3b00-4fba-ae5d-c976bada5111
"san andres mountains, capitan mountains; 482.00 x 3717.90",united states,new mexico,dona ana county,33.080912,-106.646954,no,Low(50),,"33.080912,-106.646954,SAN ANDRES MOUNTAINS|Unavailable|Unavailable|Low(50),33.60675,-105.363596,CAPITAN MOUNTAINS|Unavailable|Unavailable|Low(47),33.545357,-105.572204,CAPITAN|NM:ppl:14408@PPL|Unavailable|Low(38)",288e9e50-439c-40ca-8185-c3f3b04e1a0a
sierra ladrones,united states,new mexico,socorro county,34.393953,-106.991976,no,High(90),,"34.393953,-106.991976,SIERRA LADRONES|Unavailable|Unavailable|High(90)",74f65ab7-9494-46d2-9032-4aa45c283bde
big cypress national park between i-75 and us 41,united states,florida,collier,30.713248,-85.073814,no,Low(37),,"30.713248,-85.073814,CYPRESS|Unavailable|Unavailable|Low(37)",ad2d1af1-02bf-45d2-b492-c97dd4e2f233
beaver creek,united states,arizona,yavapai,34.573928,-111.85486,no,High(99),,"34.573928,-111.85486,BEAVER CREEK->snapped to Beaver Creek|Unavailable|Unavailable|High(99),34.608334,-111.829485,(g1)Beaver Creek->snapped to Beaver Creek|Unavailable|Unavailable|Medium(69),34.625023,-111.832755,(g1)Beaver Creek->snapped to Beaver Creek|Unavailable|Unavailable|Medium(60)",ecf74d94-1bc8-4ee2-bdc4-0e3e430d1e07
"bruni ranch, near bruni",united states,texas,webb county,27.426144,-98.840855,no,Medium(51),,"27.426144,-98.840855,Near BRUNI|TX:ppl:21451@PPL|Unavailable|Medium(51),27.968343,-99.25892,BRUNI RANCH|Unavailable|Unavailable|Low(41)",93e0e804-5195-4e48-b6f1-e377126123fb
"lake cushman, olympic mountains",united states,washington,mason county,47.487964,-123.266471,no,Low(42),,"47.487964,-123.266471,LAKE CUSHMAN|Unavailable|Unavailable|Low(42)",928cd80b-b332-4645-a2c4-dce08ca27029
"keystone, pot hole summit",united states,nevada,nye county,38.555212,-116.490619,no,Low(38),,"38.555212,-116.490619,POT HOLE|Unavailable|Unavailable|Low(38)",c84042d5-b7d2-451e-9701-95e28c32f24f
"huerfano, la veta",united states,colorado,,37.505012,-105.007775,no,Low(38),,"37.505012,-105.007775,LA VETA|CO:ppl:2889@PPL|Unavailable|Low(38)",124aafe1-8d80-4bc1-a5b8-a50624876f3a
"29 mi n, 8 mi e del rio, russell ranch near loma alta",united states,texas,val verde,29.783718,-100.762938,no,High(83),,"29.783718,-100.762938,Distance NORTH of  then EAST of DEL RIO|Unavailable|Unavailable|High(83),29.917987,-100.774543,Near LOMA ALTA|Unavailable|Unavailable|Medium(54)",9af54d8d-e7b8-4cf7-91de-1e9fac421025
"missoula, about 10 mi sw, sleeman creek",united states,montana,missoula county,46.796836,-114.175275,no,High(91),,"46.796836,-114.175275,Distance SouthWest of SLEEMAN CREEK->snapped to Sleeman Creek|Unavailable|Unavailable|High(91),46.756168,-114.116808,MISSOULA->snapped to Sleeman Creek|MT:ppl:13113@LOCALE@10.1388577219272@-142.526815966981|Unavailable|Low(42),46.756168,-114.116808,MISSOULA->snapped to Sleeman Creek|MT:ppl:13113@PPL@9.89622345298978@-144.025109235953|Unavailable|Low(39)",535bf2a9-9fc1-49b2-86da-a29a722ffce8
"lower california, calmalli",united states,california,,39.009344,-120.770764,no,Low(40),,"39.009344,-120.770764,CALIFORNIA|Unavailable|Unavailable|Low(40)",7b34be45-0399-4288-9c80-c037fb02b38e
"magdalena mountains; t5s, r3w",united states,new mexico,socorro county,34.048398,-107.185313,no,Low(49),,"34.048398,-107.185313,MAGDALENA MOUNTAINS|Unavailable|Unavailable|Low(49),34.11673,-107.243925,MAGDALENA|NM:ppl:14504@PPL|Unavailable|Low(40)",0ab7f914-bd1a-4d1b-a065-c2bed28cce25
"elwha, near",united states,washington,clallam county,48.060645,-123.594358,no,Low(35),,"48.060645,-123.594358,ELWHA|Unavailable|Unavailable|Low(35)",b27699cd-a8bc-4acd-be03-63360362c16e
soledad ranch,united states,texas,webb county,31.88984,-104.707446,no,Low(24),,"31.88984,-104.707446,D RANCH|Unavailable|Unavailable|Low(24)",6ffaccc2-5547-4bdf-93cb-4026fb9f513a
wolflick run,united states,pennsylvania,elk county,41.421451,-79.065594,no,Low(25),,"41.421451,-79.065594,LICK RUN|Unavailable|Unavailable|Low(25)",9f2e5a4a-5c4d-4019-bbec-84c95e67b006
la libertad,guatemala,peten,,14.816667,-90.066667,no,High(86),,"14.816667,-90.066667,LA LIBERTAD|Unavailable|Unavailable|High(86),14.083333,-90.5,LA LIBERTAD|Unavailable|Unavailable|High(86),14.9,-92.05,LA LIBERTAD|Unavailable|Unavailable|High(86),15.5,-91.833333,LA LIBERTAD|Unavailable|Unavailable|High(86),15.4,-88.866667,LA LIBERTAD|Unavailable|Unavailable|High(86),14.616667,-91.7,LA LIBERTAD|Unavailable|Unavailable|High(86),14.883333,-91.516667,LA LIBERTAD|Unavailable|Unavailable|High(86),16.783333,-90.116667,LA LIBERTAD|Unavailable|Unavailable|High(86),14.866667,-89.266667,LA LIBERTAD|Unavailable|Unavailable|High(86),15.816667,-91.883333,LA LIBERTAD|Unavailable|Unavailable|High(86),14.616667,-91.7,LIBERTAD|Unavailable|Unavailable|Low(38)",7ab361cf-80c7-4d98-b496-cff732d8dac7
genesee,united states,california,plumas county,40.042949,-120.75384,no,High(82),,"40.042949,-120.75384,GENESEE|Unavailable|Unavailable|High(82)",ca61ca37-4a89-49cf-b5b9-7c33f309b02d
animas mountains,united states,new mexico,hidalgo county,31.565379,-108.783382,no,High(91),,"31.565379,-108.783382,ANIMAS MOUNTAINS|Unavailable|Unavailable|High(91),31.94898,-108.807278,ANIMAS|Unavailable|Unavailable|Low(36)",d385ffeb-db52-45d2-8ef6-5dd0811d18ce
queets river,united states,washington,jefferson county,47.573666,-124.119821,no,High(90),,"47.573666,-124.119821,QUEETS RIVER->snapped to Queets River|Unavailable|Unavailable|High(90),47.573666,-124.119821,QUEETS->snapped to Queets River|Unavailable|Unavailable|Low(39)",08e2a4de-ca2b-4f22-bd0c-996d9089d68a
"quitman mountains, 12 mi w of sierra blanca",united states,texas,hudspeth county,31.174413,-105.560756,no,High(89),,"31.174413,-105.560756,Distance West of SIERRA BLANCA|TX:ppl:22545@PPL@12@270|Unavailable|High(89),31.25191,-105.639533,Distance West of SIERRA BLANCA|Unavailable|Unavailable|High(88),31.149574,-105.496346,QUITMAN MOUNTAINS|Unavailable|Unavailable|Low(47)",37b5bc30-db9d-4ebe-9c9c-c2deb5725f53
"fredonia, rock canyon",united states,arizona,coconino county,36.676376,-111.942393,no,Low(41),,"36.676376,-111.942393,ROCK CANYON|Unavailable|Unavailable|Low(41),36.70082,-112.566025,ROCK CANYON|Unavailable|Unavailable|Low(41),36.968598,-112.314637,ROCK CANYON|Unavailable|Unavailable|Low(41),36.762487,-112.613528,ROCK CANYON|Unavailable|Unavailable|Low(41),36.945542,-112.526589,FREDONIA|AZ:ppl:915@PPL|Unavailable|Low(39)",6043ca47-83ef-4603-9831-013dec84c138
nw corner of webb county,united states,texas,webb county,27.666805,-99.333283,no,Medium(56),,"27.666805,-99.333283,(g1)Webb County|Unavailable|Unavailable|Medium(56),27.761062,-99.331565,WEBB COUNTY|TX:cnty:48479@CNTYCNTR|Unavailable|Low(42),27.792511,-99.422815,WEBB|Unavailable|Unavailable|Low(34)",1a9a5300-1596-48c3-aabd-14b1bf79f005
eagle mountains,united states,texas,hudspeth county,30.929024,-105.086889,no,High(90),,"30.929024,-105.086889,EAGLE MOUNTAINS|Unavailable|Unavailable|High(90)",d2271482-f52e-4be7-bee6-f23aad2eef9a
indio ranch,united states,texas,maverick county,30.776806,-105.01633,no,High(86),,"30.776806,-105.01633,INDIO RANCH|Unavailable|Unavailable|High(86),29.717675,-104.537704,INDIO|Unavailable|Unavailable|Low(35)",d53e6c83-5518-40d3-98b3-82038938980e
smith woodward ranch,united states,texas,webb county,28.533596,-99.320869,no,Low(38),,"28.533596,-99.320869,WOODWARD|Unavailable|Unavailable|Low(38),31.055458,-97.351393,SMITH|Unavailable|Unavailable|Low(35),30.097694,-101.386224,WARD RANCH|Unavailable|Unavailable|Low(27),30.472959,-101.082605,WARD RANCH|Unavailable|Unavailable|Low(27),31.88984,-104.707446,D RANCH|Unavailable|Unavailable|Low(24)",1f5952d1-197c-4876-a9af-a428b194a30e
"noonday canyon, s part of gila national forest, twp. 173 r. 11 w. section 4",united states,new mexico,grant county,32.804798,-107.915314,no,Low(44),,"32.804798,-107.915314,NOONDAY CANYON|Unavailable|Unavailable|Low(44),32.965903,-108.57672,GILA|Unavailable|Unavailable|Low(34)",c8891fa5-008c-418c-b898-d29fc2063308
7 mi nw silver city,united states,new mexico,grant county,32.841874,-108.365749,no,High(87),,"32.841874,-108.365749,Distance NorthWest of SILVER CITY|NM:ppl:14579@PPL@7@315|Unavailable|High(87)",c031b886-3818-4e2f-bb9e-8185da0e59bf
"indio ranch, eagle pass, s part of maverick county, whitehead bros. ranch",united states,texas,maverick county,28.710715,-100.492735,no,Medium(55),,"28.710715,-100.492735,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55),28.71047,-100.49244,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55),28.74259,-100.314514,MAVERICK COUNTY|TX:cnty:48323@CNTYCNTR|Unavailable|Low(46),28.709143,-100.499521,EAGLE PASS|TX:ppl:21652@PPL|Unavailable|Low(41)",93d6c6b5-725a-4b12-9323-334d76183f7d
silver creek; salmon river valley,canada,british columbia,,49.016667,-117.383333,no,Low(42),,"49.016667,-117.383333,SALMON RIVER|Unavailable|Unavailable|Low(42),49.366667,-121.45,SILVER CREEK|Unavailable|Unavailable|Low(42),50.6,-119.36667,SILVER CREEK|Unavailable|Unavailable|Low(42),50.7,-119.316667,SALMON RIVER|Unavailable|Unavailable|Low(42),54.066667,-122.566667,SALMON RIVER|Unavailable|Unavailable|Low(42),55.9,-130.016667,SALMON RIVER|Unavailable|Unavailable|Low(42),48.866944,-123.885278,SILVER CREEK|Unavailable|Unavailable|Low(42),55.757778,-125.420556,SILVER CREEK|Unavailable|Unavailable|Low(42),49.835278,-119.806111,SILVER CREEK|Unavailable|Unavailable|Low(42),50.597778,-119.359444,SILVER CREEK|Unavailable|Unavailable|Low(42),56.096667,-130.019722,SILVER CREEK|Unavailable|Unavailable|Low(42),54.401389,-130.237778,SILVER CREEK|Unavailable|Unavailable|Low(42)",4d8592f8-7457-4a79-b7cb-4efa1b91edfd
selway river,united states,idaho,idaho,46.082289,-115.425324,no,High(87),,"46.082289,-115.425324,SELWAY RIVER->snapped to Selway River|Unavailable|Unavailable|High(87),46.082289,-115.425324,(g1)Selway River->snapped to Selway River|Unavailable|Unavailable|Medium(57)",9868c8f5-a0a6-4022-a5a6-8f9beac8901e
unit 28; camas creek,united states,idaho,,43.889692,-112.358505,no,Medium(56),,"43.889692,-112.358505,(g1)Camas Creek|Unavailable|Unavailable|Medium(56),46.921007,-116.763494,CAMAS CREEK|Unavailable|Unavailable|Low(41),43.889908,-112.358871,CAMAS CREEK|Unavailable|Unavailable|Low(41),42.525166,-116.57734,CAMAS CREEK|Unavailable|Unavailable|Low(41),43.326571,-114.401714,CAMAS CREEK|Unavailable|Unavailable|Low(41),44.891581,-114.724534,CAMAS CREEK|Unavailable|Unavailable|Low(41),44.007408,-112.221092,CAMAS|Unavailable|Unavailable|Low(35)",64258c4e-b1fc-4140-836e-d9bc57828514
"near lake fork, clear creek rat rivers mts",united states,utah,box elder county,41.951187,-113.327337,no,Medium(63),,"41.951187,-113.327337,Near LAKE FORK->snapped to Clear Creek|Unavailable|Unavailable|Medium(63),41.979667,-113.284249,CLEAR CREEK->snapped to Clear Creek|Unavailable|Unavailable|Low(50)",6a67d155-1ed9-41b3-bc8f-d59115233902
"unit 75, trout creek",united states,nevada,eureka county,40.448657,-116.133538,no,Low(53),,"40.448657,-116.133538,TROUT CREEK->snapped to Trout Creek|Unavailable|Unavailable|Low(53)",6b2cddd2-cbd1-4243-9abd-782882afc2ca
possibly guadalupe mtns,united states,new mexico,eddy county,32.088378,-104.786597,no,Low(39),,"0,0,GUADALUPE|Unavailable|Unavailable|Low(39),35.541419,-107.151433,GUADALUPE|Unavailable|Unavailable|Low(39),34.82395,-104.867493,GUADALUPE|Unavailable|Unavailable|Low(39),34.546177,-104.428036,GUADALUPE|Unavailable|Unavailable|Low(39)",3b247269-17cb-4a0b-8042-47a82731dad3
johnson canyon,united states,utah,box elder county,41.892425,-112.215514,no,High(89),,"41.892425,-112.215514,JOHNSON CANYON|Unavailable|Unavailable|High(89)",51a12fc6-4199-475b-a1d3-02f91f5d36b2
walnut springs fra cristobals,united states,new mexico,sierra county,33.330905,-107.116974,no,Low(44),,"33.330905,-107.116974,WALNUT SPRINGS|Unavailable|Unavailable|Low(44),32.694247,-107.628084,WALNUT SPRING|Unavailable|Unavailable|Low(30)",54ad1482-32cc-45e2-a9fa-8eaee669e052
hansel valley,united states,utah,box elder county,41.778534,-112.654419,no,High(88),,"41.778534,-112.654419,HANSEL VALLEY|Unavailable|Unavailable|High(88)",1a5d5532-53b7-463d-b987-ea9d2e416d52
black pine,united states,idaho,cassia county,42.072418,-112.980266,no,High(85),,"42.072418,-112.980266,BLACK PINE|Unavailable|Unavailable|High(85),43.484062,-115.312026,PINE|Unavailable|Unavailable|Low(34)",91c43161-a002-4d87-9a2b-b4f82f96e58c
"salty hughes ranch, management unit 30,stateline t",united states,new mexico,eddy county,32.114555,-104.825508,no,Low(42),,"32.114555,-104.825508,HUGHES RANCH|Unavailable|Unavailable|Low(42),32.01928,-104.844394,HUGHES RANCH|Unavailable|Unavailable|Low(42),32.064557,-104.839673,HUGHES RANCH|Unavailable|Unavailable|Low(42)",ccf10c68-7fd3-4666-8c2e-8bfbd20dfa33
mazatlan,mexico,sinaloa,,23.232902,-106.406159,no,High(83),,"23.232902,-106.406159,MAZATLAN|Unavailable|Unavailable|High(83)",7e7599ef-a631-4db5-b1ac-327cdd921171
"raft river mts, one mile canyon",united states,utah,box elder county,41.991185,-113.640178,no,Low(43),,"41.991185,-113.640178,RAFT RIVER->snapped to Raft River|Unavailable|Unavailable|Low(43)",835b0def-b95f-42c7-9544-d00581be7f0f
"west side of red gap, ira cristobal mountains, armedariz ranch",united states,new mexico,sierra county,33.346183,-107.091973,no,Low(37),,"33.346183,-107.091973,RED GAP|Unavailable|Unavailable|Low(37)",8481709d-494b-452f-adeb-ffb9618b1d0a
"unit 17, cedar creek",united states,idaho,power county,47.048241,-116.28488,no,Low(41),,"47.048241,-116.28488,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.91324,-115.824042,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.691292,-116.202091,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.650451,-116.548208,CEDAR CREEK|Unavailable|Unavailable|Low(41),48.279934,-116.149894,CEDAR CREEK|Unavailable|Unavailable|Low(41),48.018238,-116.451028,CEDAR CREEK|Unavailable|Unavailable|Low(41),43.208806,-112.013856,CEDAR CREEK|Unavailable|Unavailable|Low(41),42.409351,-114.821161,CEDAR CREEK|Unavailable|Unavailable|Low(41),45.883529,-114.675655,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.290184,-115.730416,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.928794,-116.109043,CEDAR CREEK|Unavailable|Unavailable|Low(41),43.307694,-112.070526,CEDAR CREEK|Unavailable|Unavailable|Low(41),48.891057,-116.38215,CEDAR CREEK|Unavailable|Unavailable|Low(41),47.645757,-116.008502,CEDAR CREEK|Unavailable|Unavailable|Low(41),47.687125,-116.910472,CEDAR CREEK|Unavailable|Unavailable|Low(41),48.879651,-116.959954,CEDAR CREEK|Unavailable|Unavailable|Low(41),48.018238,-116.446305,CEDAR CREEK|Unavailable|Unavailable|Low(41),47.63102,-116.616571,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.249365,-114.709271,CEDAR CREEK|Unavailable|Unavailable|Low(41),44.115473,-113.888647,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.48185,-116.096805,CEDAR CREEK|Unavailable|Unavailable|Low(41),47.344647,-115.900436,CEDAR CREEK|Unavailable|Unavailable|Low(41),46.954892,-117.124617,CEDAR CREEK|Unavailable|Unavailable|Low(41),42.593795,-114.705604,CEDAR|Unavailable|Unavailable|Low(35)",e790139e-3cb2-41c0-9a8f-c9f3cee607d5
"jim sage mts, black sands canyon",united states,idaho,cassia county,43.944348,-113.232784,no,Low(42),,"43.944348,-113.232784,SANDS CANYON|Unavailable|Unavailable|Low(42),47.575193,-116.412674,CANYON|Unavailable|Unavailable|Low(36)",7076d43d-5f7b-4604-b8ca-9378540a3372
"unit 28, squaw camp creek",united states,idaho,power county,45.228806,-114.321194,no,Low(46),,"45.228806,-114.321194,SQUAW CAMP CREEK|Unavailable|Unavailable|Low(46),44.944639,-114.595642,CAMP CREEK|Unavailable|Unavailable|Low(40),44.897678,-115.716786,CAMP CREEK|Unavailable|Unavailable|Low(40),45.131825,-116.622921,CAMP CREEK|Unavailable|Unavailable|Low(40),44.976313,-113.950621,CAMP CREEK|Unavailable|Unavailable|Low(40),43.880739,-114.757846,CAMP CREEK|Unavailable|Unavailable|Low(40),43.64157,-113.696971,CAMP CREEK|Unavailable|Unavailable|Low(40),44.631027,-114.604526,CAMP CREEK|Unavailable|Unavailable|Low(40),44.492423,-114.156171,CAMP CREEK|Unavailable|Unavailable|Low(40),47.838812,-115.988506,CAMP CREEK|Unavailable|Unavailable|Low(40),46.397132,-115.647082,CAMP CREEK|Unavailable|Unavailable|Low(40),43.500735,-114.733673,CAMP CREEK|Unavailable|Unavailable|Low(40),48.37966,-116.070729,CAMP CREEK|Unavailable|Unavailable|Low(40),45.553249,-114.707042,CAMP CREEK|Unavailable|Unavailable|Low(40),45.222419,-114.115909,CAMP CREEK|Unavailable|Unavailable|Low(40),45.674614,-116.028193,CAMP CREEK|Unavailable|Unavailable|Low(40),45.643526,-114.961497,CAMP CREEK|Unavailable|Unavailable|Low(40),45.78488,-116.627923,CAMP CREEK|Unavailable|Unavailable|Low(40),45.539078,-115.270397,CAMP CREEK|Unavailable|Unavailable|Low(40),48.569661,-116.117963,CAMP CREEK|Unavailable|Unavailable|Low(40),45.852389,-116.030419,CAMP CREEK|Unavailable|Unavailable|Low(40),45.091022,-115.137884,CAMP CREEK|Unavailable|Unavailable|Low(40),44.985185,-115.413723,CAMP CREEK|Unavailable|Unavailable|Low(40),45.171856,-115.195666,CAMP CREEK|Unavailable|Unavailable|Low(40),45.126286,-116.025957,CAMP CREEK|Unavailable|Unavailable|Low(40),43.358528,-111.497452,CAMP CREEK|Unavailable|Unavailable|Low(40),43.331292,-114.476995,CAMP CREEK|Unavailable|Unavailable|Low(40),44.76684,-115.957345,CAMP CREEK|Unavailable|Unavailable|Low(40),43.467395,-115.388696,CAMP CREEK|Unavailable|Unavailable|Low(40),43.966569,-113.046394,CAMP CREEK|Unavailable|Unavailable|Low(40),44.747937,-116.869888,CAMP CREEK|Unavailable|Unavailable|Low(40),45.864879,-116.632645,CAMP CREEK|Unavailable|Unavailable|Low(40),44.751277,-116.428753,CAMP CREEK|Unavailable|Unavailable|Low(40)",71dcbab3-8d6f-492d-b154-af550d76c976
"alapata flats, north-east lake, toheechobee",united states,florida,brevard co,28.706011,-81.34558,no,Low(40),,"28.706011,-81.34558,EAST LAKE|FL:water:30522@LAKE|Unavailable|Low(40),29.627459,-81.96337,EAST LAKE|FL:water:28689@LAKE|Unavailable|Low(40),28.931378,-81.654608,EAST LAKE|FL:water:29728@LAKE|Unavailable|Low(40),28.558056,-81.748687,EAST LAKE|FL:water:29996@LAKE|Unavailable|Low(40),28.110848,-82.694822,EAST LAKE|FL:ppl:3435@PPL|Unavailable|Low(40),28.209483,-82.440912,EAST LAKE|Unavailable|Unavailable|Low(39),27.989714,-82.390604,EAST LAKE|Unavailable|Unavailable|Low(39)",5bbc29ca-b5fb-4b5c-bafc-3b59044c1798
"san pedro ranch, carrizo springs, sw part of dimmit county",united states,texas,dimmit county,28.521929,-99.860611,no,Low(46),,"28.521929,-99.860611,CARRIZO SPRINGS|TX:ppl:21494@PPL|Unavailable|Low(46),28.386934,-99.994503,SAN PEDRO RANCH|Unavailable|Unavailable|Low(45),28.276103,-100.073394,SAN PEDRO RANCH|Unavailable|Unavailable|Low(45),28.508596,-99.875333,CARRIZO SPRINGS|Unavailable|Unavailable|Low(45),28.422536,-99.756726,DIMMIT COUNTY|TX:cnty:48127@CNTYCNTR|Unavailable|Low(44)",d05f90c9-3178-4294-9347-a924b2b007e6
"datil, cibola forest",united states,new mexico,socorro county,35.100039,-107.933948,no,Low(36),,"35.100039,-107.933948,CIBOLA|Unavailable|Unavailable|Low(36),34.145059,-107.843663,DATIL|Unavailable|Unavailable|Low(35)",4e5df912-b09f-44dc-8ea2-bc657214f0d7
"republic, near",united states,washington,ferry county,48.648218,-118.737807,no,Low(39),,"48.648218,-118.737807,REPUBLIC|WA:ppl:23895@PPL|Unavailable|Low(39)",ad94b3fa-670a-444f-86ac-052edde85f21
"estacada, roaring river",united states,oregon,clackamas county,45.158835,-122.117746,no,Low(55),,"45.158835,-122.117746,ROARING RIVER->snapped to Roaring River|Unavailable|Unavailable|Low(55),45.158722,-122.117914,ESTACADA->snapped to Roaring River|OR:ppl:18523@PPL@13.8564101694017@130.648810719986|Unavailable|Low(42)",9c3b4ae7-fc35-4348-ab58-0c41293b4a1b
"sierra blanca, 30 mi n",united states,texas,hudspeth county,31.610027,-105.357176,no,High(89),,"31.610027,-105.357176,Distance North of SIERRA BLANCA|TX:ppl:22545@PPL@30@0|Unavailable|High(89),31.68752,-105.435789,Distance North of SIERRA BLANCA|Unavailable|Unavailable|High(88)",d09e99be-2c44-4149-a332-74117c038c77
elwha river,united states,washington,clallam county,48.10481,-123.552371,no,High(89),,"48.10481,-123.552371,ELWHA RIVER->snapped to Elwha River|Unavailable|Unavailable|High(89),48.060047,-123.581458,ELWHA->snapped to Elwha River|Unavailable|Unavailable|Low(47)",3a286f6c-4a63-46d9-aec9-827dfaed6cc9
"illahe, ne of, sugar pine ridge",united states,oregon,curry county,42.62872,-124.05759,no,Low(36),,"42.62872,-124.05759,ILLAHE|Unavailable|Unavailable|Low(36)",b85bfec0-0f7d-4909-bdd3-1398504da335
willie b. whitehead ranch,united states,texas,maverick county,30.117144,-100.731486,no,Low(45),,"30.117144,-100.731486,WHITEHEAD RANCH|Unavailable|Unavailable|Low(45),30.164364,-100.709263,WHITEHEAD RANCH|Unavailable|Unavailable|Low(45),31.041003,-99.788959,WHITEHEAD RANCH|Unavailable|Unavailable|Low(45),29.991667,-101.776389,WHITEHEAD RANCH|Unavailable|Unavailable|Low(45),32.86818,-96.260256,WHITEHEAD|Unavailable|Unavailable|Low(39),31.88984,-104.707446,D RANCH|Unavailable|Unavailable|Low(24)",891bf400-ef12-47bb-a1d2-b2d54b21268c
"murphy peak, grant's pass, 10 mi s",united states,oregon,josephine county,42.347618,-123.333392,no,Low(36),,"42.347618,-123.333392,MURPHY|Unavailable|Unavailable|Low(36)",65e9a597-1ec9-45da-882c-8f7438b01157
"estacado, oak grove butte",united states,oregon,clackamas county,45.048733,-121.99008,no,Low(45),,"45.048733,-121.99008,OAK GROVE BUTTE|Unavailable|Unavailable|Low(45),45.416786,-122.640093,OAK GROVE|OR:ppl:18639@PPL|Unavailable|Low(40)",27e6f1e9-4a2c-4823-b722-63f7b3a1ad5f
"san emigdio canyon, san emigdio",united states,california,kern county,34.985248,-119.185665,no,Low(48),,"34.985248,-119.185665,SAN EMIGDIO CANYON|Unavailable|Unavailable|Low(48),35.000247,-119.050939,SAN EMIGDIO|Unavailable|Unavailable|Low(41)",65d2e5e6-a6c7-43a1-9f8a-46ea24fd6034
"agness, 12 mi e, sugarloaf mtn.",united states,oregon,curry county,42.556498,-124.068978,no,Low(36),,"42.556498,-124.068978,AGNESS|Unavailable|Unavailable|Low(36)",5914489f-84f5-4035-bfcb-4dc474f7ea27
"indio ranch, eagle pass, whitehead bros ranch, s part of maverick county",united states,texas,maverick county,28.710715,-100.492735,no,Medium(55),,"28.710715,-100.492735,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55),28.71047,-100.49244,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55),28.74259,-100.314514,MAVERICK COUNTY|TX:cnty:48323@CNTYCNTR|Unavailable|Low(46),28.709143,-100.499521,EAGLE PASS|TX:ppl:21652@PPL|Unavailable|Low(41)",336428d1-c963-4439-854f-d65da0d9370c
"eagle pass, 30 mi s",united states,texas,maverick county,28.273526,-100.499521,no,High(86),,"28.273526,-100.499521,Distance South of EAGLE PASS|TX:ppl:21652@PPL@30@180|Unavailable|High(86),28.710715,-100.492735,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55),28.71047,-100.49244,(g1)Eagle Pass|Unavailable|Unavailable|Medium(55)",587a186c-0388-4f05-b188-ce489b6de3ec
"cotulla, 30 mi se, dobie ranch",united states,texas,webb county,28.436934,-99.235032,no,Low(38),,"28.436934,-99.235032,COTULLA|TX:ppl:21574@PPL|Unavailable|Low(38)",ecebda07-2e33-4791-a5a5-fb6d7f3ede02
