locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
"santiago river mouth, at mid maranon river",peru,loreto,alto amazonas,-4.416667,-77.633333,no,Low(44),,"-4.416667,-77.633333,SANTIAGO RIVER|Unavailable|Unavailable|Low(44),-4.551037,-79.856844,SANTIAGO|Unavailable|Unavailable|Low(38),-14.813611,-74.643608,SANTIAGO|Unavailable|Unavailable|Low(38),-4.416667,-77.633333,SANTIAGO|Unavailable|Unavailable|Low(38),-13.4225,-72.128611,SANTIAGO|Unavailable|Unavailable|Low(38),-13.066667,-74.3,SANTIAGO|Unavailable|Unavailable|Low(38),-12.5,-74.2,SANTIAGO|Unavailable|Unavailable|Low(38),-9.579975,-76.435838,SANTIAGO|Unavailable|Unavailable|Low(38),-12.095555,-76.230413,SANTIAGO|Unavailable|Unavailable|Low(38),-10.592915,-76.534525,SANTIAGO|Unavailable|Unavailable|Low(38),-13.601639,-73.175558,SANTIAGO|Unavailable|Unavailable|Low(38),-14.203889,-75.728889,SANTIAGO|Unavailable|Unavailable|Low(38),-5.057685,-79.866377,SANTIAGO|Unavailable|Unavailable|Low(38),-14.016667,-73.116667,SANTIAGO|Unavailable|Unavailable|Low(38),-14.189221,-75.71265,SANTIAGO|Unavailable|Unavailable|Low(38),-4.423326,-73.454202,MARANON|Unavailable|Unavailable|Low(37),-8.75,-76.666667,MARANON|Unavailable|Unavailable|Low(37)",ab18abf6-445c-4fd3-ab2e-9b3167285ae5
montanas de mirador,ecuador,esmeraldas,,-3.042256,-77.959374,no,Low(37),,"-3.042256,-77.959374,MIRADOR|Unavailable|Unavailable|Low(37),-1.606939,-79.886763,MIRADOR|Unavailable|Unavailable|Low(37),0.85,-78.016667,MIRADOR|Unavailable|Unavailable|Low(37),-0.016667,-78.516667,MIRADOR|Unavailable|Unavailable|Low(37),0.603917,-77.656148,MIRADOR|Unavailable|Unavailable|Low(37),-3.533333,-79.7,MIRADOR|Unavailable|Unavailable|Low(37),-0.466667,-78.55,MIRADOR|Unavailable|Unavailable|Low(37),-0.608677,-79.975952,MIRADOR|Unavailable|Unavailable|Low(37),-3.709274,-78.909362,MIRADOR|Unavailable|Unavailable|Low(37)",860aa0fc-434a-451d-8083-5edcfabd284d
"camoa, rio mayo",mexico,sonora,,27.232072,-109.263292,yes,Low(38),,"26.735126,-109.800062,RIO MAYO|Unavailable|Unavailable|Low(38),27.224631,-109.259601,CAMOA|Unavailable|Unavailable|Low(35)",f5c29602-b0c4-4d09-8a8b-ef9b930293f9
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",6c779719-b325-49be-930f-30bea755e26d
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",612fd1e8-0df9-4ae3-8135-de4c608214ac
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",3ba2813c-41e2-4bc4-b56f-9bc9c7eb9c6b
"pongo de manseriche, maranon river",peru,loreto,alto amazonas,-4.466667,-77.616667,no,Low(49),,"-4.466667,-77.616667,PONGO DE MANSERICHE|Unavailable|Unavailable|Low(49),-5.023056,-77.422222,PONGO|Unavailable|Unavailable|Low(35)",2ebba1e9-4a3f-4fff-81d9-ad80d97e45b6
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",4492192f-8663-4e31-94c1-56114bf5b9c9
paramba,ecuador,imbabura,,0.816667,-78.35,no,High(82),,"0.816667,-78.35,PARAMBA|Unavailable|Unavailable|High(82)",f22476e0-41ba-4e34-a6be-f9fd83799220
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",b66f7be5-0c42-4a51-86ab-aa2d8203c0ec
"rio tapajos, tauary",brazil,,,-3.102627,-55.1148,yes,Low(41),,"-2.4,-54.683333,RIO TAPAJOS|Unavailable|Unavailable|Low(41),-5.316667,-39.183333,TAPAJOS|Unavailable|Unavailable|Low(37),-1.116667,-47.066667,TAUARY|Unavailable|Unavailable|Low(36)",6067bb2a-ca8f-47d5-b8cd-2cfd9d747569
iquitos,peru,loreto,maynas,-3.749125,-73.253828,no,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",4d6afc4c-6724-4eec-b78d-78b00475d71e
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",57b0ce51-e8ed-464b-9b5c-677acbb13577
"santiago river mouth, at mid maranon river",peru,loreto,alto amazonas,-4.416667,-77.633333,no,Low(44),,"-4.416667,-77.633333,SANTIAGO RIVER|Unavailable|Unavailable|Low(44),-4.551037,-79.856844,SANTIAGO|Unavailable|Unavailable|Low(38),-14.813611,-74.643608,SANTIAGO|Unavailable|Unavailable|Low(38),-4.416667,-77.633333,SANTIAGO|Unavailable|Unavailable|Low(38),-13.4225,-72.128611,SANTIAGO|Unavailable|Unavailable|Low(38),-13.066667,-74.3,SANTIAGO|Unavailable|Unavailable|Low(38),-12.5,-74.2,SANTIAGO|Unavailable|Unavailable|Low(38),-9.579975,-76.435838,SANTIAGO|Unavailable|Unavailable|Low(38),-12.095555,-76.230413,SANTIAGO|Unavailable|Unavailable|Low(38),-10.592915,-76.534525,SANTIAGO|Unavailable|Unavailable|Low(38),-13.601639,-73.175558,SANTIAGO|Unavailable|Unavailable|Low(38),-14.203889,-75.728889,SANTIAGO|Unavailable|Unavailable|Low(38),-5.057685,-79.866377,SANTIAGO|Unavailable|Unavailable|Low(38),-14.016667,-73.116667,SANTIAGO|Unavailable|Unavailable|Low(38),-14.189221,-75.71265,SANTIAGO|Unavailable|Unavailable|Low(38),-4.423326,-73.454202,MARANON|Unavailable|Unavailable|Low(37),-8.75,-76.666667,MARANON|Unavailable|Unavailable|Low(37)",41529441-ef37-4779-907b-9e9710f651dc
"santiago river mouth, at mid maranon river",peru,loreto,alto amazonas,-4.416667,-77.633333,no,Low(44),,"-4.416667,-77.633333,SANTIAGO RIVER|Unavailable|Unavailable|Low(44),-4.551037,-79.856844,SANTIAGO|Unavailable|Unavailable|Low(38),-14.813611,-74.643608,SANTIAGO|Unavailable|Unavailable|Low(38),-4.416667,-77.633333,SANTIAGO|Unavailable|Unavailable|Low(38),-13.4225,-72.128611,SANTIAGO|Unavailable|Unavailable|Low(38),-13.066667,-74.3,SANTIAGO|Unavailable|Unavailable|Low(38),-12.5,-74.2,SANTIAGO|Unavailable|Unavailable|Low(38),-9.579975,-76.435838,SANTIAGO|Unavailable|Unavailable|Low(38),-12.095555,-76.230413,SANTIAGO|Unavailable|Unavailable|Low(38),-10.592915,-76.534525,SANTIAGO|Unavailable|Unavailable|Low(38),-13.601639,-73.175558,SANTIAGO|Unavailable|Unavailable|Low(38),-14.203889,-75.728889,SANTIAGO|Unavailable|Unavailable|Low(38),-5.057685,-79.866377,SANTIAGO|Unavailable|Unavailable|Low(38),-14.016667,-73.116667,SANTIAGO|Unavailable|Unavailable|Low(38),-14.189221,-75.71265,SANTIAGO|Unavailable|Unavailable|Low(38),-4.423326,-73.454202,MARANON|Unavailable|Unavailable|Low(37),-8.75,-76.666667,MARANON|Unavailable|Unavailable|Low(37)",3cb67ff4-80a0-42d3-a6aa-8f3932200286
"lagarto, upper ucayali river",peru,loreto,requena,-5.866667,-74.616667,no,Low(37),,"-5.866667,-74.616667,LAGARTO|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-2.155736,-74.628652,LAGARTO|Unavailable|Unavailable|Low(37),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37)",0679d3be-ae9a-4b69-a44e-9632b93dc8e6
"fort verde, cliff dwelling",united states,arizona,yavapai,34.879187,-112.299334,no,Low(44),,"34.879187,-112.299334,CLIFF DWELLING|Unavailable|Unavailable|Low(44),34.716132,-111.994878,VERDE|Unavailable|Unavailable|Low(35)",ebc3be36-e513-49e5-8d9f-276da93b8907
montanas de acaramanga,ecuador,esmeraldas,,0.602049,-78.530067,yes,,,,0d09a39b-59e5-477f-b181-427fa3bd876b
"tapajos river, inajatuba",brazil,pará,,-4.153288,-56.087086,yes,Low(37),,"-5.316667,-39.183333,TAPAJOS|Unavailable|Unavailable|Low(37)",735127b2-4382-49b0-b146-367b3e478774
manzanillo,mexico,colima,,19.052714,-104.310375,no,High(85),,"19.052714,-104.310375,MANZANILLO|Unavailable|Unavailable|High(85),19.049969,-104.315561,MANZANILLO|Unavailable|Unavailable|High(85),19.116667,-104.333333,MANZANILLO|Unavailable|Unavailable|High(85)",dde99706-1e4d-42e3-b1e4-ac217dc50b7a
kartabo point,guyana,cuyuni - mazaruni region,,5.966992,-60.488885,yes,,,,c1067796-20d7-4428-8a48-c0db041aa197
"lagarto, upper ucayali river",peru,loreto,requena,-5.866667,-74.616667,no,Low(37),,"-5.866667,-74.616667,LAGARTO|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-2.155736,-74.628652,LAGARTO|Unavailable|Unavailable|Low(37),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37)",71d54663-4ce3-482d-9eeb-b37f52e3f794
"lagarto, upper ucayali river",peru,loreto,requena,-5.866667,-74.616667,no,Low(37),,"-5.866667,-74.616667,LAGARTO|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-2.155736,-74.628652,LAGARTO|Unavailable|Unavailable|Low(37),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37)",49840afc-ba05-4e80-95c5-14e38fd164b9
puerto victoria,peru,pasco,oxapampa,-9.87663,-74.933767,no,High(90),,"-9.87663,-74.933767,PUERTO VICTORIA|Unavailable|Unavailable|High(90)",2e3e5c8c-7c5f-4cd9-8e75-8208a9ccb17e
brownsville,united states,texas,cameron county,25.901747,-97.497484,no,High(87),,"25.901747,-97.497484,BROWNSVILLE|TX:ppl:21447@PPL|Unavailable|High(87),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56)",851046d4-4b37-4672-abee-8944ebc5c6ae
sanborn,mexico,veracruz,,,,no,,,,bf163fd4-01e4-43b5-a837-0007a4f0b1a8
montanas de miramuchin,ecuador,esmeraldas,,0.272686,-79.504037,no,Low(40),,"0.272686,-79.504037,MIRAMUCHIN|Unavailable|Unavailable|Low(40)",de5f08b4-a7b1-4114-bda4-6952dc173f5d
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",0ee8bfc5-b415-433f-a137-fe1cf44e2706
"lagarto, upper ucayali river",peru,loreto,requena,-5.866667,-74.616667,no,Low(37),,"-5.866667,-74.616667,LAGARTO|Unavailable|Unavailable|Low(37),-4.466667,-73.4,UCAYALI|Unavailable|Unavailable|Low(37),-2.155736,-74.628652,LAGARTO|Unavailable|Unavailable|Low(37),-7.166667,-75.25,UCAYALI|Unavailable|Unavailable|Low(37)",10a45ba7-6010-4d03-9441-b84a55fb9578
limoncocha,ecuador,napo,,-0.410681,-76.623776,no,High(85),,"-0.410681,-76.623776,LIMONCOCHA|Unavailable|Unavailable|High(85)",02a51e5c-cc07-4fcf-98ab-737122ccb2d8
pueblo viejo,colombia,,,5.7,-72.1,no,High(87),,"5.7,-72.1,PUEBLO VIEJO|Unavailable|Unavailable|High(87),5.428691,-75.708369,PUEBLO VIEJO|Unavailable|Unavailable|High(87),13.366389,-81.37389,PUEBLO VIEJO|Unavailable|Unavailable|High(87),1.6,-77.216667,PUEBLO VIEJO|Unavailable|Unavailable|High(87),4.338815,-73.979313,PUEBLO VIEJO|Unavailable|Unavailable|High(87),3.568056,-67.438056,PUEBLO VIEJO|Unavailable|Unavailable|High(87),6.132779,-72.529904,PUEBLO VIEJO|Unavailable|Unavailable|High(87),1.19765,-76.644045,PUEBLO VIEJO|Unavailable|Unavailable|High(87),5.515556,-73.629722,PUEBLO VIEJO|Unavailable|Unavailable|High(87),7.85,-75.566667,PUEBLO VIEJO|Unavailable|Unavailable|High(87),4.495715,-73.98784,PUEBLO VIEJO|Unavailable|Unavailable|High(87),10.417065,-73.580404,PUEBLO VIEJO|Unavailable|Unavailable|High(87),6.142449,-75.64922,PUEBLO VIEJO|Unavailable|Unavailable|High(87),9.269605,-75.895273,PUEBLO VIEJO|Unavailable|Unavailable|High(87),10.970121,-73.45567,PUEBLO VIEJO|Unavailable|Unavailable|High(87),1.827856,-75.874302,PUEBLO VIEJO|Unavailable|Unavailable|High(87),8.166667,-72.35,PUEBLO|Unavailable|Unavailable|Low(36)",19ee2dc8-0063-4460-a441-ba884e216cc5
tampa,united states,florida,hillsborough,,,no,High(81),,"27.947522,-82.458428,TAMPA|FL:ppl:4009@PPL|Unavailable|High(81)",fa689a68-d429-4dd5-b193-18e20c169867
southwestern part of prov,brazil,mato grosso,,-15.037601,-57.906755,yes,,,,ec52bd94-2ff4-4edf-8b91-be5a22b25377
nareuda river,bolivia,pando,nicolas suarez,-11.3,-68.766667,no,Low(37),,"-11.3,-68.766667,NAREUDA|Unavailable|Unavailable|Low(37)",bf4ac6ac-d62b-46b9-9bc3-5a74547097c6
montanas de guacharaca,ecuador,esmeraldas,,0.681953,-78.559764,yes,,,,dc24dee4-c150-41dd-a5c3-f14f86324efe
montanas de temban,ecuador,esmeraldas,,0.489016,-78.65598,yes,,,,fe3dca47-4b7a-44ae-a89f-98b7a0ba4c02
"sydamerika, montevideo",uruguay,,,-34.858056,-56.170833,no,Low(40),,"-34.858056,-56.170833,MONTEVIDEO|Unavailable|Unavailable|Low(40),-34.865278,-56.181944,MONTEVIDEO|Unavailable|Unavailable|Low(40)",f8d76da7-350b-45fb-9231-466e0c58f21e
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",01c2be21-e463-41f5-b8fa-65d3b322ad7b
montanas de mirador,ecuador,esmeraldas,,-3.042256,-77.959374,no,Low(37),,"-3.042256,-77.959374,MIRADOR|Unavailable|Unavailable|Low(37),-1.606939,-79.886763,MIRADOR|Unavailable|Unavailable|Low(37),0.85,-78.016667,MIRADOR|Unavailable|Unavailable|Low(37),-0.016667,-78.516667,MIRADOR|Unavailable|Unavailable|Low(37),0.603917,-77.656148,MIRADOR|Unavailable|Unavailable|Low(37),-3.533333,-79.7,MIRADOR|Unavailable|Unavailable|Low(37),-0.466667,-78.55,MIRADOR|Unavailable|Unavailable|Low(37),-0.608677,-79.975952,MIRADOR|Unavailable|Unavailable|Low(37),-3.709274,-78.909362,MIRADOR|Unavailable|Unavailable|Low(37)",98ab6641-7aef-4734-b7ea-a8918e2550e7
montanas de miramuchin,ecuador,esmeraldas,,0.272686,-79.504037,no,Low(40),,"0.272686,-79.504037,MIRAMUCHIN|Unavailable|Unavailable|Low(40)",8df6c631-e7c9-49b4-9107-21fd67cb9486
laguna atascosa national wildlife refuge,united states,texas,cameron,26.301521,-97.389856,no,High(100),,"26.301521,-97.389856,LAGUNA ATASCOSA NATIONAL WILDLIFE REFUGE|TX:fedland:1878@PARK|Unavailable|High(100),26.236704,-97.388995,LAGUNA ATASCOSA|Unavailable|Unavailable|Low(45)",ad8d596e-081d-4da3-aa0d-cad7ca691fa7
iquitos,peru,loreto,maynas,-3.716065,-73.322493,yes,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",d8c18db6-6211-443c-8eec-16a9ba1d13d2
iquitos,peru,loreto,maynas,-3.721375,-73.303781,yes,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",ed5cccf2-dfd8-41e5-a067-df1271273e23
iquitos,peru,loreto,maynas,-3.734051,-73.326956,yes,High(82),,"-3.749125,-73.253828,IQUITOS|Unavailable|Unavailable|High(82)",5fe5c782-9b1b-4e56-ad5d-371b24e25860
descalvados,brazil,mato grosso,caceres,-16.75,-57.7,no,High(86),,"-16.75,-57.7,DESCALVADOS|Unavailable|Unavailable|High(86),-16.75,-57.7,DESCALVADO|Unavailable|Unavailable|Low(27)",4637d6ad-b51d-4fb7-82d0-12b90da0de9b
aragon,ecuador,esmeraldas,,0.71388,-78.973811,yes,,,,3de7d297-0779-4001-b019-eda5d9f88f5c
maicito,ecuador,esmeraldas,,-1.25,-79.816667,no,High(82),,"-1.25,-79.816667,MAICITO|Unavailable|Unavailable|High(82),-0.272375,-79.573051,MAICITO|Unavailable|Unavailable|High(82)",6d4eaeff-8130-4ed4-afb8-45947ce71aa5
caune,ecuador,esmeraldas,,0.592523,-79.047711,yes,,,,8a23faf2-9ef8-4ba2-a5a3-0f293b32bff9
limones,ecuador,esmeraldas,,1.249167,-78.983056,no,High(82),,"1.249167,-78.983056,LIMONES|Unavailable|Unavailable|High(82),1.115511,-78.768742,LIMONES|Unavailable|Unavailable|High(82)",8a555691-4cc5-4550-bf2c-53b5da941e9e
mazatlan (sinaloa),mexico,,,19.456577,-103.824267,no,Low(38),,"19.456577,-103.824267,MAZATLAN|Unavailable|Unavailable|Low(38),16.116667,-95.45,MAZATLAN|Unavailable|Unavailable|Low(38),29.005667,-110.138474,MAZATLAN|Unavailable|Unavailable|Low(38),23.232902,-106.406159,MAZATLAN|Unavailable|Unavailable|Low(38),21.148079,-104.948496,MAZATLAN|Unavailable|Unavailable|Low(38),14.863107,-92.450784,MAZATLAN|Unavailable|Unavailable|Low(38),17.436768,-99.464808,MAZATLAN|Unavailable|Unavailable|Low(38),18.033418,-96.913828,MAZATLAN|Unavailable|Unavailable|Low(38),17.026032,-95.440247,MAZATLAN|Unavailable|Unavailable|Low(38),32.311215,-115.325948,MAZATLAN|Unavailable|Unavailable|Low(38),30.950885,-116.007282,SINALOA|Unavailable|Unavailable|Low(37),28.585962,-111.51092,SINALOA|Unavailable|Unavailable|Low(37),16.583333,-93.633333,SINALOA|Unavailable|Unavailable|Low(37),18.336503,-93.746518,SINALOA|Unavailable|Unavailable|Low(37),15.893105,-92.129752,SINALOA|Unavailable|Unavailable|Low(37),32.547342,-115.270413,SINALOA|Unavailable|Unavailable|Low(37),15.05,-92.133333,SINALOA|Unavailable|Unavailable|Low(37),18.491667,-93.75,SINALOA|Unavailable|Unavailable|Low(37),21.922558,-105.574853,SINALOA|Unavailable|Unavailable|Low(37),25.82315,-108.2224,SINALOA|Unavailable|Unavailable|Low(37),25.117393,-108.004662,SINALOA|Unavailable|Unavailable|Low(37),25,-107.5,SINALOA|Unavailable|Unavailable|Low(37),19.513889,-99.388611,MAZATLA|Unavailable|Unavailable|Low(24)",35aea9fd-ca3e-468f-9254-6f55dcbed3f3
caune,ecuador,esmeraldas,,0.668884,-78.967909,yes,,,,0ee0d86a-29c2-4cc0-8f19-63cedacb0bff
"el orinoco, rio cesar",colombia,cesar,valledupar district,10.149519,-73.396999,no,Low(40),,"10.149519,-73.396999,EL ORINOCO|Unavailable|Unavailable|Low(40),9.818207,-73.61794,RIO CESAR|Unavailable|Unavailable|Low(39),9.207222,-73.713056,RIO CESAR|Unavailable|Unavailable|Low(39),9.319167,-73.656667,RIO CESAR|Unavailable|Unavailable|Low(39),9.5525,-73.794722,RIO CESAR|Unavailable|Unavailable|Low(39),9.476105,-74.069428,ORINOCO|Unavailable|Unavailable|Low(37),9.333333,-73.5,CESAR|Unavailable|Unavailable|Low(35)",ea7e61f5-ad1e-47d7-8ad1-9ecdb9f18808
"el orinoco, rio cesar",colombia,cesar,valledupar district,10.149519,-73.396999,no,Low(40),,"10.149519,-73.396999,EL ORINOCO|Unavailable|Unavailable|Low(40),9.818207,-73.61794,RIO CESAR|Unavailable|Unavailable|Low(39),9.207222,-73.713056,RIO CESAR|Unavailable|Unavailable|Low(39),9.319167,-73.656667,RIO CESAR|Unavailable|Unavailable|Low(39),9.5525,-73.794722,RIO CESAR|Unavailable|Unavailable|Low(39),9.476105,-74.069428,ORINOCO|Unavailable|Unavailable|Low(37),9.333333,-73.5,CESAR|Unavailable|Unavailable|Low(35)",afe27e0d-7b5d-4bb2-b579-d1b232e1a5b4
brownsville,united states,texas,cameron county,25.901747,-97.497484,no,High(87),,"25.901747,-97.497484,BROWNSVILLE|TX:ppl:21447@PPL|Unavailable|High(87),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56)",794df0d1-9f17-45f5-b8ad-f7560c28d6c9
"el orinoco, rio cesar",colombia,cesar,valledupar district,10.149519,-73.396999,no,Low(40),,"10.149519,-73.396999,EL ORINOCO|Unavailable|Unavailable|Low(40),9.818207,-73.61794,RIO CESAR|Unavailable|Unavailable|Low(39),9.207222,-73.713056,RIO CESAR|Unavailable|Unavailable|Low(39),9.319167,-73.656667,RIO CESAR|Unavailable|Unavailable|Low(39),9.5525,-73.794722,RIO CESAR|Unavailable|Unavailable|Low(39),9.476105,-74.069428,ORINOCO|Unavailable|Unavailable|Low(37),9.333333,-73.5,CESAR|Unavailable|Unavailable|Low(35)",425ab41f-fcaa-417f-9bda-cb0b5bce88f1
"champoton, la tuxpena",mexico,campeche,champoton municipality,18.450279,-90.118585,no,Low(40),,"18.450279,-90.118585,LA TUXPENA|Unavailable|Unavailable|Low(40),19.34441,-90.725764,CHAMPOTON|Unavailable|Unavailable|Low(39),18.450279,-90.118585,TUXPENA|Unavailable|Unavailable|Low(37)",bbbfee06-eb28-45b9-9ad4-1935105102c0
caune,ecuador,esmeraldas,,0.428741,-79.127983,yes,,,,0dcc515e-5b43-4917-a38b-cec39ed78bfe
"alamo de cesarea ranch, between marfa and terlinqua",united states,texas,brewster county,26.183685,-98.123064,no,Low(36),,"26.183685,-98.123064,ALAMO|TX:ppl:21290@PPL|Unavailable|Low(36),30.307938,-104.019072,MARFA|TX:ppl:22117@PPL|Unavailable|Low(36)",9b7ca1ca-22ab-4ea6-a157-483d495c26e2
limones,ecuador,pichincha,,-1.8,-79.966667,no,High(82),,"-1.8,-79.966667,LIMONES|Unavailable|Unavailable|High(82),-4.416667,-80.383333,LIMONES|Unavailable|Unavailable|High(82),1.249167,-78.983056,LIMONES|Unavailable|Unavailable|High(82),-0.15886,-79.592388,LIMONES|Unavailable|Unavailable|High(82),-0.840151,-79.484884,LIMONES|Unavailable|Unavailable|High(82),1.115511,-78.768742,LIMONES|Unavailable|Unavailable|High(82),-0.173168,-79.541832,LIMONES|Unavailable|Unavailable|High(82)",5df315c1-9c47-4cad-b61f-5ad55566cb23
"champoton, la tuxpena",mexico,campeche,champoton municipality,18.450279,-90.118585,no,Low(40),,"18.450279,-90.118585,LA TUXPENA|Unavailable|Unavailable|Low(40),19.34441,-90.725764,CHAMPOTON|Unavailable|Unavailable|Low(39),18.450279,-90.118585,TUXPENA|Unavailable|Unavailable|Low(37)",e4579cc8-7433-4b20-9dae-920bd96a534c
caune,ecuador,esmeraldas,,0.702871,-79.144033,yes,,,,56d25fc3-91c5-4888-bd4a-0385d4f1f748
tuyuyu,brazil,mato grosso,caceres,-17.190057,-57.79631,yes,,,,a93099b7-83f6-4143-a3f8-dfe0a2839aa1
on edge of rio isiboro at mouth of rio ichoa,bolivia,beni,,-17.133333,-64.45,no,Medium(54),,"-17.133333,-64.45,At RIO ICHOA|Unavailable|Unavailable|Medium(54),-15.733333,-65.25,At RIO ICHOA|Unavailable|Unavailable|Medium(54),-15.416667,-65.1,RIO ISIBORO|Unavailable|Unavailable|Low(41)",1fd80d67-3631-44b0-8483-3293621d3810
caune,ecuador,esmeraldas,,0.840359,-79.179567,yes,,,,90bab1d8-89c7-4ad9-a243-214a76807df3
el carmen,ecuador,esmeraldas,,0.916667,-79.416667,no,High(84),,"0.916667,-79.416667,EL CARMEN|Unavailable|Unavailable|High(84)",8223d969-cfda-457e-9811-10651fb6899f
tiaugne,ecuador,esmeraldas,,0.88972,-78.718091,yes,,,,232ad177-a09f-4b4c-9f55-453fba72e20a
"las marimondas, east andes",colombia,la guajira,fonseca district,11.039033,-72.92436,no,Low(40),,"11.039033,-72.92436,MARIMONDAS|Unavailable|Unavailable|Low(40)",ae8a53f8-f09d-4519-941e-b692bedff5ea
rio guaimaral,colombia,cesar,valledupar district,9.901531,-73.625177,yes,High(88),,"9.816667,-73.616667,RIO GUAIMARAL|Unavailable|Unavailable|High(88),9.903222,-73.644746,GUAIMARAL|Unavailable|Unavailable|Low(39),9.230475,-73.662244,GUAIMARAL|Unavailable|Unavailable|Low(39)",b701bc9e-fd2f-431f-b2f2-8c20e08267dc
limones,ecuador,esmeraldas,,1.249167,-78.983056,no,High(82),,"1.249167,-78.983056,LIMONES|Unavailable|Unavailable|High(82),1.115511,-78.768742,LIMONES|Unavailable|Unavailable|High(82)",60765bbb-9cc9-42f6-8876-cadd0a475f3d
brownsville,united states,texas,cameron county,25.901747,-97.497484,no,High(87),,"25.901747,-97.497484,BROWNSVILLE|TX:ppl:21447@PPL|Unavailable|High(87),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56),25.916865,-97.501625,(g1)Brownsville|Unavailable|Unavailable|Medium(56)",733741f6-b226-49a8-bc2f-3759eae190ed
aragon,ecuador,esmeraldas,,0.544744,-79.7307,yes,,,,00318669-8e89-4f7c-a7fc-821394813f8d
cujni (?),ecuador,esmeraldas,,0.470246,-79.884251,yes,,,,f08817a4-19df-430c-8dfd-94a95062af74
"parque nacional yasuni, 82 km s of pompeya sur",ecuador,napo,,-4.790081,-79.195004,no,High(82),,"-4.790081,-79.195004,Distance South of POMPEYA|Unavailable|Unavailable|High(82),-1.183828,-76.620017,Distance South of POMPEYA|Unavailable|Unavailable|High(82),-0.935479,-75.399167,YASUNI|Unavailable|Unavailable|Low(36)",4715d719-1720-4479-bbaa-cb98d3b6a7b2
"laguna del tigre, parque nacional, reserva de biosfera maya.; rio candelaria,",guatemala,petén,san andrés,17.790327,-90.721413,yes,Low(46),,"17.579916,-90.935018,LAGUNA DEL TIGRE|Unavailable|Unavailable|Low(46),17.333333,-89.966667,EL TIGRE|Unavailable|Unavailable|Low(25),17.033333,-89.483333,EL TIGRE|Unavailable|Unavailable|Low(25)",92ae1cde-8ff5-44ba-a0c5-347fe8fbceea
"serra do parintins, amazon river, south bank",brazil,amazonas,parintins,-2.677331,-56.775557,no,Low(39),,"-2.677331,-56.775557,PARINTINS|Unavailable|Unavailable|Low(39),-2.632757,-56.732798,PARINTINS|Unavailable|Unavailable|Low(39)",4fc1aad4-6de2-4ced-a7b8-a6b098d8a243
tiahune,ecuador,esmeraldas,,0.482605,-79.106196,yes,,,,364b8e8c-d773-4e18-9823-a1941fce4207
