"uuid","genus","specificepithet","locality","country","stateprovince","county","datecollected","longitude","latitude","flags"
"93900a0e-96a0-4cb0-92a7-73c989555a32","puma","concolor","saltimeir ranch","united states","new mexico","rio arriba county","2012-01-23","-106.5777671","36.66616408","[""idigbio_georeference""]"
"ae0400ee-c11d-4fb3-ba2b-9729a4e15231","puma","concolor","jacks peak","united states","new mexico","grant county","2011-12-16","-108.420118","32.58101222","[""idigbio_georeference""]"
"1c35abd3-fae4-4cb6-9064-e5bd11c75a32","puma","concolor","tiger mt.; holder cr.","united states","washington","king county","2006-01-21","-121.9613","47.4772","[""idigbio_georeference""]"
"d1014ef2-be29-4441-9266-1235da06d63c","puma","concolor","touchet","united states","washington","columbia","1981-10-10","-118.67220666155946","46.03985667214344","[""idigbio_georeference""]"
"74f65ab7-9494-46d2-9032-4aa45c283bde","puma","concolor","sierra ladrones","united states","new mexico","socorro county","2001-03-09","-106.991976","34.393953","[""geolocate_georeference""]"
"ecf74d94-1bc8-4ee2-bdc4-0e3e430d1e07","puma","concolor","beaver creek","united states","arizona","yavapai","1886-01-30","-111.85486","34.573928","[""geolocate_georeference""]"
"5fb43d62-1314-4ebb-8f23-13ccfa79762a","puma","concolor","cañadón jak, 20 miles south of santa cruz","argentina","santa fe","","1926-04-04","-68.765133","-50.276843","[""idigbio_georeference""]"
"98a680f8-06ba-4ad5-92dc-e86867fd9aa7","puma","concolor","nanoose bay, vancouver island","canada","british columbia","","1912-01-05","-124.2","49.2667","[""idigbio_georeference""]"
"9939d966-4d1b-4fb5-b166-4e54d8440ae8","puma","concolor","little totem bay","united states","alaska","","1998-12-16","-133.4308333333","56.4688888889","[""idigbio_georeference""]"
"983d4304-5436-4439-b1ee-69d1aa1d51a4","puma","concolor","vermejo park ranch-east fork of blind canyon","united states","new mexico","colfax county","2012-03-11","-104.8497003","36.84600531","[""idigbio_georeference""]"
"b0c1e7ce-f980-4e74-bd1e-aa48ee28f936","puma","concolor","oak-grassland assoc.; @ 5300 ft; t 34s, r 21w, s 15 sw 1/4","united states","new mexico","hidalgo county","1977-07-08","-108.965763","31.3436806","[""idigbio_georeference""]"
"c3a2a667-9b9c-4d0e-b0ba-c6c507e2c25f","puma","concolor","san andres wildlife national refuge; unit 19 zone h, ash & salt canyons","united states","new mexico","torrance county","2003-10-16","-106.52583","32.62175","[""idigbio_georeference""]"
"00170cbf-5381-4d61-8cfe-85e101517e65","puma","concolor","w mountain","united states","new mexico","grant county","2012-01-29","-108.2487166","32.88261318","[""idigbio_georeference""]"
"40cd7dd6-dd6e-4857-af1b-d5a64919ec47","puma","concolor","highway 70/380, 2 miles west of hondo","united states","new mexico","lincoln county","2012-03-28","-105.2754062","33.40210799","[""idigbio_georeference""]"
"46d751ce-b97a-4a6b-9348-343578574b15","puma","concolor","san andres mtns., cox canyon; t 21s, r 4e","united states","new mexico","dona ana county","1983-03-17","-106.5386964","32.4817997","[""idigbio_georeference""]"
"8338dbaf-a6f4-4e65-bb67-ea7811402fe7","puma","concolor","pinavete mocho south of canjilon","united states","new mexico","rio arriba county","2012-01-25","-106.3496374","36.41656808","[""idigbio_georeference""]"
"785a4a17-0594-40ce-a3c0-f3bf965f372f","puma","concolor","alamo hueco mtns., wood canyon; t 33s, r 15w","united states","new mexico","hidalgo county","1983-04-15","-108.3700028","31.4379009","[""idigbio_georeference""]"
"7ab35e71-bf39-41d9-9f5f-b20fe84a07c2","puma","concolor","smith creek, outside red rock wildlife management area.","united states","new mexico","grant county","2006-10-06","-108.71766","32.74083","[""idigbio_georeference""]"
"e5562e44-aa39-4fd6-ac6e-0ceb89d94e3a","puma","concolor","las tablas","united states","new mexico","rio arriba county","2011-12-17","-106.0525768","36.55387834","[""idigbio_georeference""]"
"f172b54b-5a62-443b-95ab-5724141f3af9","puma","concolor","laborcita canyon","united states","new mexico","otero county","2011-12-04","-105.8463059","33.06670221","[""idigbio_georeference""]"
"f4733d56-8a80-4743-a0a4-fd9ae05ea236","puma","concolor","san andres nwr, san andres mtns., black prince mine, near mineral hill.","united states","new mexico","dona ana county","2003-04-21","-106.55388","32.46175","[""idigbio_georeference""]"
"48ecb6b4-a855-4608-a08d-906755be8390","puma","concolor","south of datil","united states","new mexico","lincoln county","2011-12-08","-107.8187677","34.0845659","[""idigbio_georeference""]"
"53a5163d-ab6c-4822-bc13-081c30eb9699","puma","concolor","inside bighorn enclosure","united states","new mexico","hidalgo county","2012-01-07","-108.8557818","32.69942049","[""idigbio_georeference""]"
"0ac32d72-f63e-46bc-9e29-9e1f355284fd","puma","concolor","tecolote land grant","united states","new mexico","san miguel county","2011-12-20","-105.3306175","35.45903097","[""idigbio_georeference""]"
"1c213379-4605-4483-a33f-d754322e131f","puma","concolor","forest road 120 a","united states","new mexico","lincoln county","2011-12-26","-105.6450234","33.37458017","[""idigbio_georeference""]"
"24594de0-9913-4dad-bd25-f172c6b191b6","puma","concolor","french mesa; fr 8","united states","new mexico","rio arriba county","2011-12-03","-106.8957343","36.4001229","[""idigbio_georeference""]"
"2dc58331-820c-4745-8dd9-19e3259e6d85","puma","concolor","dillion mt","united states","new mexico","catron county","2012-03-30","-108.812797","33.87438261","[""idigbio_georeference""]"
"2f7cb916-74ff-4d22-9c69-d0927489f0c0","puma","concolor","fr 314, approximately 5 miles south of hwy 64 on carson nf","united states","new mexico","rio arriba county","2012-01-23","-107.3387405","36.67165176","[""idigbio_georeference""]"
"31b6b7fd-deb1-4270-a035-580cc9ca98d8","puma","concolor","10 miles north of mora","united states","new mexico","mora county","2012-02-04","-105.3327093","35.96393964","[""idigbio_georeference""]"
"b1236d76-1b52-41e5-ba85-f972e81ea8a6","puma","concolor","cole","ecuador","esmeraldas","","1963-05-18","-79.3833","0.4667","[""idigbio_georeference""]"
"9b668cfd-8fc8-4132-b049-929c437c6ff1","puma","concolor","hill hale section near lewis (between lewis, ausable forks).","united states","new york","essex","1859-06-28","-73.7834","44.328","[""idigbio_georeference""]"
"857aa0af-c4d1-4031-baeb-2435ff81e585","puma","concolor","tenosique","mexico","tabasco","","1959-04-20","-91.426","17.471","[""idigbio_georeference""]"
"928cd80b-b332-4645-a2c4-dce08ca27029","puma","concolor","lake cushman, olympic mountains","united states","washington","mason county","1896-04-18","-123.266471","47.487964","[""geolocate_georeference""]"
"c84042d5-b7d2-451e-9701-95e28c32f24f","puma","concolor","keystone, pot hole summit","united states","nevada","nye county","1919-01-05","-116.490619","38.555212","[""geolocate_georeference""]"
"124aafe1-8d80-4bc1-a5b8-a50624876f3a","puma","concolor","huerfano, la veta","united states","colorado","","1800-01-01","-105.007775","37.505012","[""geolocate_georeference""]"
"829dfc17-5695-42fb-bf94-e3f831cb66a5","puma","concolor","60 mi s alpine","united states","texas","brewster county","1977-04-02","-103.538789","29.492256","[""idigbio_georeference""]"
"7857b49c-cf03-44ad-86be-7543a602b883","puma","concolor","horseshoe springs, e. on 126","united states","new mexico","sandoval county","2012-01-18","-106.8518749","35.99246858","[""idigbio_georeference""]"
"1d2a72bb-48d4-45d3-8c5c-e4e85aaa1f4d","puma","concolor","off fs rd 103","united states","new mexico","rio arriba county","2011-12-28","-106.7228809","36.09342829","[""idigbio_georeference""]"
"bb27672e-6418-4291-8ec9-05b0d82b16ca","puma","concolor","d bar ranch","united states","new mexico","catron county","2011-08-03","-108.0995322","33.32427036","[""idigbio_georeference""]"
"8b130567-959e-44de-a999-e1395efc08a4","puma","concolor","middle seco canyon","united states","new mexico","sierra county","2012-01-21","-107.7322018","33.09368738","[""idigbio_georeference""]"
"04497e8c-fed0-45cc-8132-a5db0d772b63","puma","concolor","pozuzo","peru","pasco","oxapampa","1923-02-12","-75.5333328","-10.0666666","[""idigbio_georeference""]"
"91d51156-0763-4a0b-8f51-8c0a5ccf2cb2","puma","concolor","5 miles west of canjillon","united states","new mexico","rio arriba county","2011-12-09","-106.5214699","36.47737501","[""idigbio_georeference""]"
"7150de5b-f0be-4aee-9bf5-71c50977bd6a","puma","concolor","superior mesa","united states","new mexico","rio arriba county","2012-02-18","-107.5910931","36.37400298","[""idigbio_georeference""]"
"d6a0c232-ba09-45dc-8a8a-db354eced465","puma","concolor","marble canyon","united states","new mexico","otero county","2011-12-07","-105.8343198","32.93148319","[""idigbio_georeference""]"
"d9161366-571f-4089-adc4-554862f9f5cd","puma","concolor","animas creek","united states","new mexico","sierra county","2012-01-04","-107.4511091","33.00036666","[""idigbio_georeference""]"
"f4b0e08b-58aa-4644-a5d3-c30ea5fe7ae4","puma","concolor","lowry","united states","california","tehama co.","1912-03-14","-122.55499297684672","40.01304620438457","[""idigbio_georeference""]"
"e1a533bb-e8cf-43fa-a160-7666b4f20a18","puma","concolor","rito oso creek","united states","new mexico","san miguel county","2012-02-14","-105.6197801","35.80051308","[""idigbio_georeference""]"
"f179071d-f1f4-428d-94fc-87e95a55aabb","puma","concolor","peloncillo mtns., post office canyon.","united states","new mexico","hidalgo county","2003-07-09","-109.00901","31.73518","[""idigbio_georeference""]"
"c1a29a6d-2471-4921-92d2-cc4f4a686476","puma","concolor","caballero canyon","united states","new mexico","otero county","2012-03-17","-105.8125992","32.89554585","[""idigbio_georeference""]"
"588d3b52-ccc1-493d-844d-3fd8c37bded6","puma","concolor","1.5 mi e of first water unit to south peak, oscura; t 7s, r 6e","united states","new mexico","socorro county","1981-08-19","-106.3283995","33.711498","[""idigbio_georeference""]"
"5bf96646-8860-4d67-86fb-e3fe8a676031","puma","concolor","25 bartlett mesa road, raton","united states","new mexico","colfax county","2011-12-20","-104.4235381","36.9188647","[""idigbio_georeference""]"
"388c2e48-00e8-427b-8d89-7f44733bb9d8","puma","concolor","ft. valley exp. sta., 10 mi nw flagstaff","united states","arizona","coconino county","1956-08-30","-111.7419","35.2672","[""idigbio_georeference""]"
"9af54d8d-e7b8-4cf7-91de-1e9fac421025","puma","concolor","29 mi n, 8 mi e del rio, russell ranch near loma alta","united states","texas","val verde","1992-06-15","-100.762938","29.783718","[""geolocate_georeference""]"
"0ab7f914-bd1a-4d1b-a065-c2bed28cce25","puma","concolor","magdalena mountains; t5s, r3w","united states","new mexico","socorro county","2001-08-05","-107.185313","34.048398","[""geolocate_georeference""]"
"b27699cd-a8bc-4acd-be03-63360362c16e","puma","concolor","elwha, near","united states","washington","clallam county","1938-08-15","-123.594358","48.060645","[""geolocate_georeference""]"
"6ffaccc2-5547-4bdf-93cb-4026fb9f513a","puma","concolor","soledad ranch","united states","texas","webb county","1934-08-23","-104.707446","31.88984","[""geolocate_georeference""]"
"7ab361cf-80c7-4d98-b496-cff732d8dac7","puma","concolor","la libertad","guatemala","peten","","1923-08-22","-90.066667","14.816667","[""geolocate_georeference""]"
"ca61ca37-4a89-49cf-b5b9-7c33f309b02d","puma","concolor","genesee","united states","california","plumas county","1902-06-30","-120.75384","40.042949","[""geolocate_georeference""]"
"08e2a4de-ca2b-4f22-bd0c-996d9089d68a","puma","concolor","queets river","united states","washington","jefferson county","1932-02-17","-124.119821","47.573666","[""geolocate_georeference""]"
"37b5bc30-db9d-4ebe-9c9c-c2deb5725f53","puma","concolor","quitman mountains, 12 mi w of sierra blanca","united states","texas","hudspeth county","1936-04-30","-105.560756","31.174413","[""geolocate_georeference""]"
"6043ca47-83ef-4603-9831-013dec84c138","puma","concolor","fredonia, rock canyon","united states","arizona","coconino county","1917-02-12","-111.942393","36.676376","[""geolocate_georeference""]"
"d2271482-f52e-4be7-bee6-f23aad2eef9a","puma","concolor","eagle mountains","united states","texas","hudspeth county","1939-03-31","-105.086889","30.929024","[""geolocate_georeference""]"
"d53e6c83-5518-40d3-98b3-82038938980e","puma","concolor","indio ranch","united states","texas","maverick county","1937-07-26","-105.01633","30.776806","[""geolocate_georeference""]"
"c8891fa5-008c-418c-b898-d29fc2063308","puma","concolor","noonday canyon, s part of gila national forest, twp. 173 r. 11 w. section 4","united states","new mexico","grant county","1938-05-23","-107.915314","32.804798","[""geolocate_georeference""]"
"d2d73817-749a-4836-841b-71bd708cc2cb","puma","concolor","goshen; 5 mi w","united states","oregon","lane county","1980-06-27","-123.1106","43.9956","[""idigbio_georeference""]"
"d3a6359a-2e23-4cee-b922-9811598a10b4","puma","concolor","spruce; olympic mts.","united states","washington","jefferson county","1914-07-17","-124.0864","47.8163","[""idigbio_georeference""]"
"d7a85ab2-6122-4912-a698-bf967913c622","puma","concolor","t1n r41e sec 32","united states","oregon","union county","1982-12-27","-117.7144","45.5225","[""idigbio_georeference""]"
"99974bae-c04b-4fe8-9172-657bc9008933","puma","concolor","leviathan mine road","united states","california","alpine co.","1975-01-12","-119.66033606946931","38.68672654198712","[""idigbio_georeference""]"
"9c80cdcf-3132-4dac-84fe-ef7fd3a2444a","puma","concolor","[not recorded].","united states","washington","cowlitz","1901-06-28","-122.682766","46.187649","[""idigbio_georeference""]"
"0fb6e543-3f0b-45a5-af1f-c0df39e9ebee","puma","concolor","dickenson mountain; i-5, 3 mi e; t23s r4w sec 13","united states","oregon","douglas county","1984-04-25","-123.119","43.5719","[""idigbio_georeference""]"
"0cc94f7e-d7f3-4e20-80fb-c5b4907ef7db","puma","concolor","rio verde","ecuador","esmeraldas","","1965-05-22","-79.417","1.067","[""idigbio_georeference""]"
"c031b886-3818-4e2f-bb9e-8185da0e59bf","puma","concolor","7 mi nw silver city","united states","new mexico","grant county","1958-10-17","-108.365749","32.841874","[""geolocate_georeference""]"
"4d8592f8-7457-4a79-b7cb-4efa1b91edfd","puma","concolor","silver creek; salmon river valley","canada","british columbia","","1936-06-29","-117.383333","49.016667","[""geolocate_georeference""]"
"9868c8f5-a0a6-4022-a5a6-8f9beac8901e","puma","concolor","selway river","united states","idaho","idaho","1961-03-13","-115.425324","46.082289","[""geolocate_georeference""]"
"6a67d155-1ed9-41b3-bc8f-d59115233902","puma","concolor","near lake fork, clear creek rat rivers mts","united states","utah","box elder county","1996-11-06","-113.327337","41.951187","[""geolocate_georeference""]"
"6b2cddd2-cbd1-4243-9abd-782882afc2ca","puma","concolor","unit 75, trout creek","united states","nevada","eureka county","1999-12-14","-116.133538","40.448657","[""geolocate_georeference""]"
"51a12fc6-4199-475b-a1d3-02f91f5d36b2","puma","concolor","johnson canyon","united states","utah","box elder county","2000-01-11","-112.215514","41.892425","[""geolocate_georeference""]"
"54ad1482-32cc-45e2-a9fa-8eaee669e052","puma","concolor","walnut springs fra cristobals","united states","new mexico","sierra county","2009-08-13","-107.116974","33.330905","[""geolocate_georeference""]"
"1a5d5532-53b7-463d-b987-ea9d2e416d52","puma","concolor","hansel valley","united states","utah","box elder county","2000-01-11","-112.654419","41.778534","[""geolocate_georeference""]"
"7e7599ef-a631-4db5-b1ac-327cdd921171","puma","concolor","mazatlan","mexico","sinaloa","","1986-02-26","-106.406159","23.232902","[""geolocate_georeference""]"
"835b0def-b95f-42c7-9544-d00581be7f0f","puma","concolor","raft river mts, one mile canyon","united states","utah","box elder county","1999-02-11","-113.640178","41.991185","[""geolocate_georeference""]"
"e790139e-3cb2-41c0-9a8f-c9f3cee607d5","puma","concolor","unit 17, cedar creek","united states","idaho","power county","1997-12-06","-116.28488","47.048241","[""geolocate_georeference""]"
"7076d43d-5f7b-4604-b8ca-9378540a3372","puma","concolor","jim sage mts, black sands canyon","united states","idaho","cassia county","2000-03-11","-113.232784","43.944348","[""geolocate_georeference""]"
"71dcbab3-8d6f-492d-b154-af550d76c976","puma","concolor","unit 28, squaw camp creek","united states","idaho","power county","1997-12-27","-114.321194","45.228806","[""geolocate_georeference""]"
"5bbc29ca-b5fb-4b5c-bafc-3b59044c1798","puma","concolor","alapata flats, north-east lake, toheechobee","united states","florida","brevard co","1895-04-28","-81.34558","28.706011","[""geolocate_georeference""]"
"4e5df912-b09f-44dc-8ea2-bc657214f0d7","puma","concolor","datil, cibola forest","united states","new mexico","socorro county","1938-09-14","-107.933948","35.100039","[""geolocate_georeference""]"
"ad94b3fa-670a-444f-86ac-052edde85f21","puma","concolor","republic, near","united states","washington","ferry county","1930-07-23","-118.737807","48.648218","[""geolocate_georeference""]"
"9c3b4ae7-fc35-4348-ab58-0c41293b4a1b","puma","concolor","estacada, roaring river","united states","oregon","clackamas county","1919-03-14","-122.117746","45.158835","[""geolocate_georeference""]"
"3a286f6c-4a63-46d9-aec9-827dfaed6cc9","puma","concolor","elwha river","united states","washington","clallam county","1932-01-21","-123.552371","48.10481","[""geolocate_georeference""]"
"b85bfec0-0f7d-4909-bdd3-1398504da335","puma","concolor","illahe, ne of, sugar pine ridge","united states","oregon","curry county","1931-12-22","-124.05759","42.62872","[""geolocate_georeference""]"
"891bf400-ef12-47bb-a1d2-b2d54b21268c","puma","concolor","willie b. whitehead ranch","united states","texas","maverick county","1937-11-08","-100.731486","30.117144","[""geolocate_georeference""]"
"27e6f1e9-4a2c-4823-b722-63f7b3a1ad5f","puma","concolor","estacado, oak grove butte","united states","oregon","clackamas county","1917-07-23","-121.99008","45.048733","[""geolocate_georeference""]"
"65d2e5e6-a6c7-43a1-9f8a-46ea24fd6034","puma","concolor","san emigdio canyon, san emigdio","united states","california","kern county","1891-10-19","-119.185665","34.985248","[""geolocate_georeference""]"
"5914489f-84f5-4035-bfcb-4dc474f7ea27","puma","concolor","agness, 12 mi e, sugarloaf mtn.","united states","oregon","curry county","1930-11-23","-124.068978","42.556498","[""geolocate_georeference""]"
"10da513a-6075-45e5-b0f2-b39559c5854d","puma","concolor","i-5 ne; ne of  yoncalla, cox creek drainage; 3 mi e; t22s r4w sec 23","united states","oregon","douglas county","1980-12-30","-123.1359","43.6463","[""idigbio_georeference""]"
"51a03897-6ff6-4fb7-b4e2-a2ce45df2e2a","puma","concolor","indian creek canyon, animas mts.","united states","new mexico","hidalgo county","1966-04-08","-108.78","31.59","[""idigbio_georeference""]"
"d29498cc-d886-4894-b9bd-919313e873e2","puma","concolor","camp creek","united states","california","siskiyou co.","1913-04-25","-123.58444265199104","41.404906833981116","[""idigbio_georeference""]"
"5d669010-8e96-40a8-8302-8597e30d639a","puma","concolor","brushy mountain","united states","new mexico","sierra county","2014-12-14","-107.2251319553","32.950527","[""idigbio_georeference""]"
"114b5b7c-6517-44a5-9ab4-e878f759d627","puma","concolor","angol, chanleo","chile","la araucania","malleco","1950-10-14","-72.9333344","-37.7666664","[""idigbio_georeference""]"
"08adab60-a6cf-4c82-9953-6a6ad697b9c8","puma","concolor","rosillos mountains, 10 mi n, 0.5 mi w panther junction","united states","texas","brewster","","-103.2360001","29.5170002","[""idigbio_georeference""]"
"2581624f-6e70-4772-b0c1-2b19c93fc656","puma","concolor","6 mi s, by us highway 180, between luna and potato patch","united states","new mexico","catron county","1974-06-16","-108.944777","33.737325","[""idigbio_georeference""]"
"14d0f7d7-1878-4c5b-bc7b-1b21c1004159","puma","concolor","junction virginia creek and devil's creek","united states","california","mariposa co.","1926-01-26","-119.79097956292401","37.54054545867833","[""idigbio_georeference""]"
"ba1bc70d-14ba-4b70-9eac-1f1048ea1c20","puma","concolor","blue creek","united states","california","humboldt co.","1913-05-05","-123.87523006090564","41.4447042749683","[""idigbio_georeference""]"
"587a186c-0388-4f05-b188-ce489b6de3ec","puma","concolor","eagle pass, 30 mi s","united states","texas","maverick county","1938-04-21","-100.499521","28.273526","[""geolocate_georeference""]"
"6e582b96-25cf-4518-92cd-f3360be89f5a","puma","concolor","aquilares, 16 mi n, j. neals ranch","united states","texas","webb county","1942-04-28","-102.224084","35.726851","[""geolocate_georeference""]"
"d16ee4cc-130f-466e-8bbe-45a3a5ed63b6","puma","concolor","montanas de mirador","ecuador","esmeraldas","","1963-08-10","-77.959374","-3.042256","[""geolocate_georeference""]"
"095d6419-e7d1-41e9-80b7-464fa9015a90","puma","concolor","unit 28, panther creek, devilis chair","united states","idaho","adams county","1997-01-11","-115.703193","46.262962","[""geolocate_georeference""]"
"df1e0d4c-a92d-458d-8a6d-1ef3df997674","puma","concolor","kelsaw canyon, black pine","united states","idaho","cassia county","1997-03-06","-113.182569","42.093723","[""geolocate_georeference""]"
"24f4389e-f949-4bd2-a4b2-7a81e6d3c193","puma","concolor","possibly guadalupe mtns, pc-91","united states","new mexico","eddy county","1994-06-01","-104.66918","32.167462","[""geolocate_georeference""]"
"a8c444b1-6311-4166-9730-0d16f24c1a78","puma","concolor","black pine mountains","united states","idaho","cassia county","1999-02-12","-113.119714","42.131583","[""geolocate_georeference""]"
"91c4b863-5e67-46e0-9c48-91d5032ec203","puma","concolor","unit 27; sleep creek","united states","idaho","","2000-01-09","-116.751261","45.122378","[""geolocate_georeference""]"
"625e44dd-b0b7-41b7-999e-7e0da71a6145","puma","concolor","unit 36a; slate creek","united states","idaho","","1999-11-27","-114.564514","44.25547","[""geolocate_georeference""]"
"b0d50c37-73f4-4a00-b1a6-183a7c02b73d","puma","concolor","unit 37a; big creek","united states","idaho","","1999-12-03","-115.547071","45.513796","[""geolocate_georeference""]"
"1d01dcd5-f347-4ed1-a88a-cbb2c6b28a2a","puma","concolor","unit 21; dutchler basin","united states","idaho","","1999-12-04","-114.239805","45.427139","[""geolocate_georeference""]"
"a45b6c3d-3351-4585-b886-4421e1b096ef","puma","concolor","upper sol duc river","united states","washington","clallam","1949-12-24","-124.541878","47.913963","[""geolocate_georeference""]"
"860e1c6d-43b7-4b2c-93e3-95ff1d5364b1","puma","concolor","peten?","guatemala","","","1924-06-28","-90","16.833333","[""geolocate_georeference""]"
"9967e45d-df17-4c4b-9da2-063b981e7faa","puma","concolor","hayward","united states","california","alameda","1896-12-12","-122.080796","37.66882","[""geolocate_georeference""]"
"43c5a393-902a-422d-a7a8-b662d9bf1520","puma","concolor","vernal","united states","utah","uintah county","1955-02-10","-109.528748","40.455516","[""geolocate_georeference""]"
"1fe20615-bd1d-40ea-89f4-68633e45bdd3","puma","concolor","huachuca mountains","united states","arizona","cochise","1894-02-16","-110.408137","31.488986","[""geolocate_georeference""]"
"f715065d-4955-4a7f-9054-2af047ba83c3","puma","concolor","dibulla","colombia","","","1899-10-08","-73.309107","11.272506","[""geolocate_georeference""]"
"e09f08b3-de2d-4772-9984-9753ba2509e2","puma","concolor","red bluff","united states","california","shasta county","1884-03-29","-122.23583","40.178489","[""geolocate_georeference""]"
"ea0ab062-2502-4a48-9172-acfdad7914a6","puma","concolor","buckhorn; right on strawberry lane; t27s r4w sec 21","united states","oregon","douglas county","1981-04-20","-123.1783","43.207","[""idigbio_georeference""]"
"af7e7b80-c145-4068-95d6-7bf96674aa12","puma","concolor","caballo mountains, sheep area","united states","new mexico","sierra county","2015-02-23","-107.2042309659","32.910372","[""idigbio_georeference""]"
"205250c2-025a-45d7-a78f-91e2f5a6526d","puma","concolor","fra cristobal mountains, walnut spring","united states","new mexico","sierra county","2008-05-12","-107.1163888889","33.3308333333","[""idigbio_georeference""]"
"e0e0950e-4506-478a-927f-155e372ac575","puma","concolor","hayfork area","united states","california","trinity co.","1979-06-29","-123.183","40.55241","[""idigbio_georeference""]"
"7a9bf809-5518-417d-a982-dc9dc1b6d81a","puma","concolor","long pine key pinelands","united states","florida","dade","1991-07-19","-80.68639","25.40861","[""idigbio_georeference""]"
"e3d0f95b-f9b0-48e6-9b55-83c9cc9927fe","puma","concolor","junin","ecuador","manabí","","1967-05-17","-80.217","-0.933","[""idigbio_georeference""]"
"c3e034a4-76ea-495b-835a-40a42daac707","puma","concolor","agness, 12 mi e, burnt ridge","united states","oregon","curry county","1931-08-20","-123.700404","42.570979","[""geolocate_georeference""]"
"1790b2d4-724d-434f-8c2d-4de75262c5d0","puma","concolor","martin ranch","united states","texas","terrell county","1937-03-01","-100.21064","30.930727","[""geolocate_georeference""]"
"396d1c7b-4274-4d18-8be9-b0b990d50e99","puma","concolor","encinal, 15 mi e","united states","texas","webb county","1934-05-12","-99.107677","28.040896","[""geolocate_georeference""]"
"68a6a8ad-afc0-433e-8273-bd24781f812f","puma","concolor","diamond peak, grant's pass, 15 mi sw","united states","oregon","josephine county","1932-01-25","-123.854213","42.785787","[""geolocate_georeference""]"
"1cd90bf5-7a59-42aa-a5f8-abe5c0785c3c","puma","concolor","carrizo springs, 35 mi s","united states","texas","dimmit county","1934-01-16","-99.860611","28.013695","[""geolocate_georeference""]"
"0f83a8cd-8e81-4c7e-9642-621a6f14e2df","puma","concolor","unit 22, warm springs","united states","idaho","adams county","1998-12-17","-116.836547","44.941823","[""geolocate_georeference""]"
"a600ea3a-ff31-43cf-be99-810883a402d5","puma","concolor","unit 30; railroad canyon","united states","idaho","","2000-01-15","-113.28781","44.706034","[""geolocate_georeference""]"
"607c1f63-a672-4560-ad32-ae057c46c676","puma","concolor","lost creek","united states","utah","morgan county","1997-12-17","-111.539228","41.05976","[""geolocate_georeference""]"
"bd0734aa-6c6d-4982-90e3-35f3c4d9f3d6","puma","concolor","unit 28; warm springs creek","united states","idaho","","1999-12-19","-114.675907","44.254635","[""geolocate_georeference""]"
"72cd862a-f521-4149-a576-4559da9db014","puma","concolor","albion","united states","idaho","cassia county","1998-12-09","-113.578063","42.412688","[""geolocate_georeference""]"
"9de6ae0f-df6f-4e59-b88e-12d9f434ccb1","puma","concolor","light ranch, sw part of ranch","united states","texas","la salle county","1938-09-11","-99.461706","28.318605","[""geolocate_georeference""]"
"18e984b8-d7fc-41d3-8592-80ed90670cd7","puma","concolor","san andres refuge, san andres mountains, mayberry canyon, saddle between salt and st. nicholas canyons.","united states","new mexico","dona ana county","1943-02-17","-106.646954","33.080912","[""geolocate_georeference""]"
"1cb5dd97-bc18-4a5f-993f-ad29e4541bf9","puma","concolor","animas mountains, indian creek","united states","new mexico","hidalgo county","1940-03-30","-108.709689","31.505741","[""geolocate_georeference""]"
"bc182e9e-d010-4292-ba29-bbb5c60bf4fe","puma","concolor","monroe canyon","united states","utah","sevier","1932-02-04","-112.120757","38.629972","[""geolocate_georeference""]"
"5cfbba3f-8cbc-4ec4-a3c2-2db9a55927c2","puma","concolor","15 mi nw marathon","united states","texas","brewster","","-103.439003","30.372999199999995","[""idigbio_georeference""]"
"97094c12-4692-42c8-88c5-127b3b0c9403","puma","concolor","rio hondo, samana, 2100-1500m?","colombia","caldas","manizales","1951-02-28","-75.0299454","5.4971662","[""idigbio_georeference""]"
"c6022a05-29f6-4f01-af07-3e7f9bb708b7","puma","concolor","dogola","ecuador","esmeraldas","","1963-07-24","-79.69368","0.22522","[""idigbio_georeference""]"
"4df525ac-6f7c-477b-b9bd-31119698aaf6","puma","concolor","eagle mountains, 30 mi s of sierra blanca","united states","texas","hudspeth county","1938-02-28","-105.357176","30.739119","[""geolocate_georeference""]"
"ea7adac5-3c4a-4a57-bd74-6fb4e5764634","puma","concolor","catarina","united states","texas","dimmit county","1935-08-12","-99.613379","28.345548","[""geolocate_georeference""]"
"9634dc6e-afd8-4f7a-84d7-f58d8129c0f4","puma","concolor","chupadera ranch","united states","texas","webb county","1939-01-16","-100.068949","28.188606","[""geolocate_georeference""]"
"ee6045b3-2176-46a5-8024-fca42135c26f","puma","concolor","humptulips, near, stevens creek, near humptulips river","united states","washington","grays harbor county","1891-04-03","-124.054572","47.041568","[""geolocate_georeference""]"
"b0b8b996-d48d-4162-af4b-03a1554118d4","puma","concolor","unit 21, cove creek","united states","idaho","adams county","1997-12-30","-115.672869","43.339894","[""geolocate_georeference""]"
"b55d45c1-1f96-4742-88ad-145079603126","puma","concolor","unit 102, ruby mts","united states","nevada","elko county","2000-01-11","-114.950044","40.96048","[""geolocate_georeference""]"
"94195471-4d68-4427-a8db-9226163afe5c","puma","concolor","unit 28; yellowjacket creek","united states","idaho","","1999-12-09","-114.645921","44.892138","[""geolocate_georeference""]"
"ccbc5381-5354-4067-9058-927dc8927b76","puma","concolor","ladron mtns., indian hill.","united states","new mexico","socorro county","2005-02-16","-104.226064","32.604839","[""geolocate_georeference""]"
