locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
confluence of faith creek at chatanika river.,united states,alaska,fairbanks north star dist.,65.1125,-147.472222,no,Medium(60),,"65.1125,-147.472222,(g1)Chatanika River|Unavailable|Unavailable|Medium(60),65.076667,-149.277222,At CHATANIKA RIVER|Unavailable|Unavailable|Medium(60),64.1125,-147.472222,(g1)Chatanika River|Unavailable|Unavailable|Medium(60),65.083333,-147.728333,(g1)Chatanika River|Unavailable|Unavailable|Medium(60),65.112222,-147.477222,At CHATANIKA|Unavailable|Unavailable|Medium(54),65.289167,-146.376667,FAITH CREEK|Unavailable|Unavailable|Low(41),61.789167,-161.805833,FAITH CREEK|Unavailable|Unavailable|Low(41),0,0,RIVER|Unavailable|Unavailable|Low(35)",08f8ed4b-07f2-4a2a-8eb9-b52696472dc1
mckinley river,united states,alaska,,63.866389,-151.555556,no,High(89),,"63.866389,-151.555556,MCKINLEY RIVER|Unavailable|Unavailable|High(89),0,0,RIVER|Unavailable|Unavailable|Low(35)",096043b4-4a89-4ce6-a897-7c926b6cc479
kantishna river,united states,alaska,,64.762222,-149.965556,no,High(90),,"64.762222,-149.965556,KANTISHNA RIVER|Unavailable|Unavailable|High(90),63.52491,-150.95987,KANTISHNA|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35)",0998dad3-9423-4660-8d3b-299dfe6ebfb0
"swanson creek, kenai peninsula",united states,alaska,,58.396667,-150.698333,no,Medium(60),,"58.396667,-150.698333,(g1)Kenai Peninsula|Unavailable|Unavailable|Medium(60),59.4,-150.466667,(g1)Kenai Peninsula|Unavailable|Unavailable|Medium(60),60.166667,-150.25,KENAI PENINSULA|Unavailable|Unavailable|Low(45),65.350556,-166.055556,SWANSON CREEK|Unavailable|Unavailable|Low(43),60.554444,-151.258333,KENAI|AK:ppl:643@PPL|Unavailable|Low(36)",09cfaf0a-8e8e-4c3f-9e03-02680bfeb172
little tok river,united states,alaska,,63.086111,-143.344722,no,High(91),,"63.086111,-143.344722,LITTLE TOK RIVER|Unavailable|Unavailable|High(91),63.083333,-143.366667,(g1)Little Tok River|Unavailable|Unavailable|Medium(61),63.363611,-142.841111,TOK RIVER|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35),63.336667,-142.985556,TOK|Unavailable|Unavailable|Low(33)",09f720d2-47ad-4813-885d-8568f2f182ad
upton,united states,maine,,44.694221,-71.010632,no,High(80),,"44.694221,-71.010632,UPTON|Unavailable|Unavailable|High(80)",09fdd8c0-ef27-4f01-a84c-5407429aae42
inuvik,canada,northwest territories,,68.35,-133.7,no,High(82),,"68.35,-133.7,INUVIK|CAN:muni:806@PPL|Unavailable|High(82)",0a27f17b-b08f-4d93-8d92-4549dcd79707
sand lake,united states,alaska,,61.151153,-149.965581,no,High(85),,"61.151153,-149.965581,SAND LAKE|AK:water:17317@LAKE|Unavailable|High(85),63.103098,-142.620487,SAND LAKE|Unavailable|Unavailable|High(84),63.757678,-144.263256,SAND LAKE|Unavailable|Unavailable|High(84)",0aaafa08-706d-4c28-8fd0-98c330d5853c
"porcupine river, fort yukon",united states,alaska,,68.466667,-139.533333,no,Medium(60),,"68.466667,-139.533333,(g1)Porcupine River|Unavailable|Unavailable|Medium(60),57.8325,-136.350833,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),66.595,-145.308889,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),0,0,PORCUPINE RIVER|Unavailable|Unavailable|Low(45),66.564722,-145.273889,FORT YUKON|Unavailable|Unavailable|Low(40),59.421389,-136.236944,PORCUPINE|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35)",0abcd92a-97ec-4119-9a24-b48ac18ec2d3
"geraldton district, ontario ministry of natural resources district",canada,ontario,unknown,49.716667,-86.966667,no,Low(39),,"49.716667,-86.966667,GERALDTON|Unavailable|Unavailable|Low(39),44.2,-79,ONTARIO|Unavailable|Unavailable|Low(37),44.248611,-79.091389,ONTARIO|Unavailable|Unavailable|Low(37),49.25,-84.5,ONTARIO|Unavailable|Unavailable|Low(37),44.416667,-79.833333,ONTARIO|Unavailable|Unavailable|Low(37),43.783333,-79.25,ONTARIO|Unavailable|Unavailable|Low(37)",0ad4261a-79f5-4091-9512-70f6d5f70d9e
little tonsina river,united states,alaska,,61.611389,-145.208889,no,High(95),,"61.611389,-145.208889,LITTLE TONSINA RIVER|Unavailable|Unavailable|High(95),61.641389,-144.618056,TONSINA RIVER|Unavailable|Unavailable|Low(43),61.655833,-145.175278,TONSINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",0b130aea-4d58-437e-980b-eb0d08484ad9
"lower chatanika r, near goldstream creek",united states,alaska,,65.571389,-148.387222,no,Medium(61),,"65.571389,-148.387222,Near GOLDSTREAM CREEK|Unavailable|Unavailable|Medium(61),64.985278,-148.898611,Near GOLDSTREAM CREEK|Unavailable|Unavailable|Medium(61),65.966667,-148.433333,Near GOLDSTREAM CREEK|Unavailable|Unavailable|Medium(61),65.112222,-147.477222,CHATANIKA|Unavailable|Unavailable|Low(39)",0b62140a-c8d8-4ed8-a0d5-0b558d606c6f
"north fork, brooks range",united states,alaska,,68.2,-152.25,no,Low(42),,"68.2,-152.25,BROOKS RANGE|Unavailable|Unavailable|Low(42),56.676667,-157.737222,NORTH FORK|Unavailable|Unavailable|Low(40)",0b65eca2-f6d4-4c4a-9cc2-2ef53f92d699
big delta,united states,alaska,,64.1525,-145.842222,no,High(84),,"64.1525,-145.842222,BIG DELTA|Unavailable|Unavailable|High(84)",0b875c61-738e-4cde-b78b-995a3aec4e14
nabesna river,united states,alaska,,63.049167,-141.865833,no,High(88),,"63.049167,-141.865833,NABESNA RIVER|Unavailable|Unavailable|High(88),62.371944,-143.008611,NABESNA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",0bc3ecb1-50bb-42d5-b42b-a483230e45c5
chena,united states,alaska,,64.794433,-147.963057,yes,,,,0bdc67a2-fb72-4c87-b692-db6da03184fe
hopedale,canada,newfoundland and labrador,labrador,55.460711,-60.233242,no,High(83),,"55.460711,-60.233242,HOPEDALE|Unavailable|Unavailable|High(83)",0bef719e-4049-4d01-87ca-a511418938fa
clearwater creek,united states,alaska,,63.018056,-142.555556,no,High(91),,"63.018056,-142.555556,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.150556,-143.199722,CLEARWATER CREEK|Unavailable|Unavailable|High(91),62.199167,-151.607778,CLEARWATER CREEK|Unavailable|Unavailable|High(91),62.898611,-147.129444,CLEARWATER CREEK|Unavailable|Unavailable|High(91),59.818333,-153.286667,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.411667,-150.97,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.732222,-154.883889,CLEARWATER CREEK|Unavailable|Unavailable|High(91),64.101667,-145.559167,CLEARWATER CREEK|Unavailable|Unavailable|High(91),68.383333,-145.683333,WATER CREEK|Unavailable|Unavailable|Low(28)",0bf3bb1e-eafc-414f-9b82-9506cb32ed1a
site love,united states,alaska,,71.385605,-156.470466,yes,,,,0c1b11ba-6a09-4311-b36b-7866725fc1cf
birch lake,united states,alaska,,60.722792,-150.527468,no,High(86),,"60.722792,-150.527468,BIRCH LAKE|AK:water:17189@LAKE|Unavailable|High(86),64.316478,-146.662366,BIRCH LAKE|AK:water:16945@LAKE|Unavailable|High(86),65.257863,-156.92905,BIRCH LAKE|Unavailable|Unavailable|High(85),62.868414,-141.793619,BIRCH LAKE|Unavailable|Unavailable|High(85),62.415636,-145.607987,BIRCH LAKE|Unavailable|Unavailable|High(85),66.29007,-147.940398,BIRCH LAKE|Unavailable|Unavailable|High(85),64.333333,-147.166667,BIRCH LAKE|Unavailable|Unavailable|High(85),61.625,-149.791667,BIRCH LAKE|Unavailable|Unavailable|High(85),66.350818,-142.618922,BIRCH LAKE|Unavailable|Unavailable|High(85),61.145176,-149.937124,BIRCH LAKE|Unavailable|Unavailable|High(85),64.333333,-147.166667,(g1)Birch Lake|Unavailable|Unavailable|Medium(55)",0c1bc607-ac3e-41c1-8dd0-be951f4203d6
"unalakleet, mountains",united states,alaska,,63.867,-160.833,no,Medium(55),,"63.867,-160.833,(g1)Unalakleet|Unavailable|Unavailable|Medium(55),63.873056,-160.788056,UNALAKLEET|Unavailable|Unavailable|Low(40)",0c9d3cb3-234a-4164-8058-5b1ebe16752d
midway lake,united states,alaska,,63.2199,-142.281866,no,High(86),,"63.2199,-142.281866,MIDWAY LAKE|Unavailable|Unavailable|High(86)",0ccb61db-f0a9-47a0-843a-70af8c27b714
fort wainwright,united states,alaska,,64.556751,-147.781984,no,High(90),,"64.556751,-147.781984,FORT WAINWRIGHT|Unavailable|Unavailable|High(90),70.6375,-160.029167,(g1)Wainwright|Unavailable|Unavailable|Medium(55),70.636944,-160.038333,WAINWRIGHT|Unavailable|Unavailable|Low(40)",0cdb8b0c-3106-440a-9534-06f621b2e478
point barrow,united states,alaska,,71.3875,-156.481111,no,High(87),,"71.3875,-156.481111,POINT BARROW|Unavailable|Unavailable|High(87),71,-157,(g1)Point Barrow|Unavailable|Unavailable|Medium(57),71.391389,-156.475,(g1)POINT BARROW|Unavailable|Unavailable|Medium(57),71.290556,-156.788611,BARROW|AK:ppl:518@PPL|Unavailable|Low(37)",0d3753da-c178-422e-ada3-93b31802eac6
"glenn highway, near mile 163",united states,alaska,,62.052361,-146.541057,yes,,,,0d6daeeb-bd13-4187-8561-34ad0ccb5859
fairbanks,united states,alaska,fairbanks north star borough,64.837778,-147.716389,no,High(85),,"64.837778,-147.716389,FAIRBANKS|AK:ppl:587@PPL|Unavailable|High(85),64.845833,-147.720833,(g1)Fairbanks|Unavailable|Unavailable|Medium(54),64.833333,-147.716667,(g1)Fairbanks|Unavailable|Unavailable|Medium(54)",0dee763a-db5f-4720-9d99-b50df8cb1074
valdez,united states,alaska,valdez-cordova,61.130833,-146.348333,no,High(81),,"61.130833,-146.348333,VALDEZ|Unavailable|Unavailable|High(81)",0e1bd307-496b-4202-a745-ab7dc509dd67
"10 mi n of sherman pass, ferry co., washington",united states,washington,ferry,48.752113,-118.479458,no,High(87),,"48.752113,-118.479458,Distance North of SHERMAN PASS|Unavailable|Unavailable|High(87),48.614869,-118.516586,Distance North of %FERRY COUNTY%|WA:cnty:53019@CNTYCNTR@10@0|Unavailable|Medium(46),48.614794,-118.516489,Distance North of %FERRY COUNTY%|Unavailable|Unavailable|Medium(45),49.144329,-118.760871,Distance North of %FERRY%|Unavailable|Unavailable|Medium(38)",0e3cb3c0-5e5d-4cc1-8ebb-b94a56dbc977
carman,canada,manitoba,,49.5,-98,no,High(82),,"49.5,-98,CARMAN|CAN:muni:2576@PPL|Unavailable|High(82)",0e91f346-5dc8-48f0-bc89-b39f5e45e0c4
cariboo district,canada,british columbia,cariboo,52,-122,no,High(91),,"52,-122,CARIBOO DISTRICT|Unavailable|Unavailable|High(91),54.016667,-123.95,CARIBOO|Unavailable|Unavailable|Low(37),49.25,-122.88333,CARIBOO|Unavailable|Unavailable|Low(37),53.408333,-122.04167,CARIBOO|Unavailable|Unavailable|Low(37)",0ed093b2-0eef-45d2-84ee-66f3be915fce
crooked creek,united states,alaska,,60.031944,-142.127222,no,High(88),,"60.031944,-142.127222,CROOKED CREEK|Unavailable|Unavailable|High(88),57.637778,-156.625556,CROOKED CREEK|Unavailable|Unavailable|High(88),65.450556,-164.828611,CROOKED CREEK|Unavailable|Unavailable|High(88),62.104167,-147.143056,CROOKED CREEK|Unavailable|Unavailable|High(88),61.867778,-158.116111,CROOKED CREEK|Unavailable|Unavailable|High(88),61.546944,-160.678611,CROOKED CREEK|Unavailable|Unavailable|High(88),63.161111,-149.150833,CROOKED CREEK|Unavailable|Unavailable|High(88),60.431389,-156.686667,CROOKED CREEK|Unavailable|Unavailable|High(88),61.87,-158.110833,CROOKED CREEK|Unavailable|Unavailable|High(88),65.199722,-147.221667,CROOKED CREEK|Unavailable|Unavailable|High(88),65.008611,-163.6525,CROOKED CREEK|Unavailable|Unavailable|High(88),64.46,-155.359167,CROOKED CREEK|Unavailable|Unavailable|High(88),63.861389,-150.259722,CROOKED CREEK|Unavailable|Unavailable|High(88),65.554444,-152.088333,CROOKED CREEK|Unavailable|Unavailable|High(88),65.279444,-145.823333,CROOKED CREEK|Unavailable|Unavailable|High(88),64.930278,-141.658611,CROOKED CREEK|Unavailable|Unavailable|High(88),60.323333,-151.282222,CROOKED CREEK|Unavailable|Unavailable|High(88),67.250556,-160.419444,CROOKED CREEK|Unavailable|Unavailable|High(88),67.284722,-148.809167,CROOKED CREEK|Unavailable|Unavailable|High(88),65.628889,-144.431667,CROOKED CREEK|Unavailable|Unavailable|High(88),63.005278,-155.081944,CROOKED CREEK|Unavailable|Unavailable|High(88),64.917222,-141.676389,CROOKED CREEK|Unavailable|Unavailable|High(88),64.651111,-148.2825,CROOKED CREEK|Unavailable|Unavailable|High(88),60.253056,-160.259722,CROOKED CREEK|Unavailable|Unavailable|High(88),60.320833,-151.279167,(g1)Crooked Creek|Unavailable|Unavailable|Medium(58)",0f4b31a4-861c-4308-948b-67d4d719baf2
"mile 1388 alcan, little gerstle river",united states,alaska,,63.796944,-144.777222,no,Low(50),,"63.796944,-144.777222,LITTLE GERSTLE RIVER|Unavailable|Unavailable|Low(50),64.056944,-145.135278,GERSTLE RIVER|Unavailable|Unavailable|Low(43),0,0,RIVER|Unavailable|Unavailable|Low(35),62.723056,-141.188056,ALCAN|Unavailable|Unavailable|Low(35)",0f971bd6-c889-4537-bec2-a08030120818
mamby hot springs,united states,alaska,,64.923611,-154.835833,no,Low(41),,"64.923611,-154.835833,HOT SPRINGS|Unavailable|Unavailable|Low(41),65.283333,-148.9,HOT SPRINGS|Unavailable|Unavailable|Low(41),65.005556,-150.631944,HOT SPRING|Unavailable|Unavailable|Low(27),55.861944,-160.495,HOT SPRING|Unavailable|Unavailable|Low(27)",100752db-39e9-4b01-af8d-810704c4aa14
hundredmile creek,united states,alaska,,64.725,-165.433333,no,Low(27),,"64.725,-165.433333,MILE CREEK|Unavailable|Unavailable|Low(27)",1030b3e5-0f17-45df-a86f-47dbb760acb6
wood river flats,united states,alaska,,64.585,-148.679167,no,Low(40),,"64.585,-148.679167,WOOD RIVER|Unavailable|Unavailable|Low(40),59.0575,-158.410278,WOOD RIVER|Unavailable|Unavailable|Low(40),59.069167,-158.441111,WOOD RIVER|Unavailable|Unavailable|Low(40),65.948611,-142.024167,WOOD RIVER|Unavailable|Unavailable|Low(40),0,0,RIVER|Unavailable|Unavailable|Low(35)",1062713b-042d-41e4-8a3e-3418f641a414
wolf lake,united states,alaska,,61.644307,-149.280589,no,High(85),,"61.644307,-149.280589,WOLF LAKE|AK:water:17523@LAKE|Unavailable|High(85),63.456437,-143.156901,WOLF LAKE|Unavailable|Unavailable|High(84),55.534014,-132.608137,WOLF LAKE|Unavailable|Unavailable|High(84),60.665181,-150.910595,WOLF LAKE|Unavailable|Unavailable|High(84)",10892775-cec5-4aeb-90bd-ec73c2f392f9
chapleau,canada,ontario,sudbury district,47.833333,-83.4,no,High(84),,"47.833333,-83.4,CHAPLEAU|CAN:muni:2974@PPL|Unavailable|High(84)",109b7a57-f57d-4797-963e-46b4b2273b33
"tra1601, t94, r2, w6, notikewin",canada,alberta,,56.983333,-117.633333,no,Low(39),,"56.983333,-117.633333,NOTIKEWIN|Unavailable|Unavailable|Low(39),57.283333,-117.116667,NOTIKEWIN|Unavailable|Unavailable|Low(39)",109e1606-0b71-4552-8af0-51a2643e1db8
minto flats,united states,alaska,,65.150411,-149.349708,no,Low(35),,"65.150411,-149.349708,MINTO|Unavailable|Unavailable|Low(35)",10d67939-7ad7-4179-9fb3-1cc4d2eff8d3
porcupine creek area,united states,alaska,,63.380833,-142.69,no,Low(45),,"63.380833,-142.69,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),62.720278,-143.878056,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),64.702778,-144.859444,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),67.230833,-150.273611,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),65.553611,-145.155556,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),60.125,-142.371667,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),57.722778,-155.894167,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),61.578611,-143.792222,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),60.750556,-159.573333,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),62.678889,-157.490556,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),60.930278,-149.654722,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),60.400833,-149.668889,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),64.7,-144.35,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),61.11,-144.365556,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),59.426667,-136.221667,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),59.515833,-135.246667,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),56.129722,-132.653333,PORCUPINE CREEK|Unavailable|Unavailable|Low(45),59.421389,-136.236944,PORCUPINE|Unavailable|Unavailable|Low(39),64.764444,-146.330833,PINE CREEK|Unavailable|Unavailable|Low(27),56.304167,-133.344444,PINE CREEK|Unavailable|Unavailable|Low(27),56.325556,-133.279722,PINE CREEK|Unavailable|Unavailable|Low(27),64.569167,-164.2925,PINE CREEK|Unavailable|Unavailable|Low(27)",1150ae04-6816-468e-b88c-e3e79bb19042
kirkland lake.,canada,ontario,timiskaming,48.15,-80.033333,no,High(89),,"48.15,-80.033333,KIRKLAND LAKE|CAN:muni:3008@PPL|Unavailable|High(89),48.15,-80.05,KIRKLAND LAKE|CAN:muni:3008@LK|Unavailable|High(89),48.92903,-81.8013,KIRKLAND|Unavailable|Unavailable|Low(38),44.76979,-77.88318,LAKE|Unavailable|Unavailable|Low(34),44.716667,-77.760556,LAKE|Unavailable|Unavailable|Low(34),47.260632,-81.137236,LAND LAKE|Unavailable|Unavailable|Low(26)",1152b3b3-effb-433f-8e15-773323b402d5
"codroy valley, brodman's bk",canada,newfoundland and labrador,,47.881111,-59.391667,no,Low(36),,"47.881111,-59.391667,CODROY|Unavailable|Unavailable|Low(36)",1156940d-511c-4525-a4ce-92b1d213e3c6
circle,united states,alaska,,65.825556,-144.060556,no,High(81),,"65.825556,-144.060556,CIRCLE|Unavailable|Unavailable|High(81)",11687635-ed64-473e-ad25-06c56bba0d4f
upper john river,united states,alaska,,66.916667,-151.65,no,Medium(55),,"66.916667,-151.65,(g1)John River|Unavailable|Unavailable|Medium(55),70.050833,-142.85,JOHN RIVER|Unavailable|Unavailable|Low(40),66.913611,-151.653611,JOHN RIVER|Unavailable|Unavailable|Low(40),0,0,RIVER|Unavailable|Unavailable|Low(35)",11801408-e451-4d9e-a072-39835d2c177c
"green mountain, head of running cr.",united states,idaho,,45.826862,-114.683154,no,Low(44),,"45.826862,-114.683154,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),46.837127,-116.042095,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),44.825453,-115.887621,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),45.771025,-115.07678,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),47.094629,-116.420993,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),42.597983,-111.240764,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),47.877404,-116.596582,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),47.988796,-116.404636,GREEN MOUNTAIN|Unavailable|Unavailable|Low(44),45.45212,-115.946796,GREEN|Unavailable|Unavailable|Low(35),45.442698,-113.864516,N MOUNTAIN|Unavailable|Unavailable|Low(27)",12f3c386-0622-44df-9d6a-0cca5063ab99
donnelly dome,united states,alaska,,63.783056,-145.790556,no,High(88),,"63.783056,-145.790556,DONNELLY DOME|Unavailable|Unavailable|High(88),63.673611,-145.883333,DONNELLY|Unavailable|Unavailable|Low(38),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34)",11cdc565-6e36-490c-8710-ce4ea454cdc2
globe creek,united states,alaska,,65.250278,-148.403611,no,High(86),,"65.250278,-148.403611,GLOBE CREEK|Unavailable|Unavailable|High(86),64.75,-146.481111,GLOBE CREEK|Unavailable|Unavailable|High(86)",127f60e6-34db-48e3-a84c-71478670abb3
"mile 70 richardson highway, banner creek",united states,alaska,,64.288056,-146.350833,no,Low(42),,"64.288056,-146.350833,BANNER CREEK|Unavailable|Unavailable|Low(42),64.635833,-165.293889,BANNER CREEK|Unavailable|Unavailable|Low(42),62.533333,-157.008889,BANNER CREEK|Unavailable|Unavailable|Low(42),64.227778,-155.540556,BANNER CREEK|Unavailable|Unavailable|Low(42),0,0,BANNER CREEK|Unavailable|Unavailable|Low(42),65.5175,-167.628889,BANNER CREEK|Unavailable|Unavailable|Low(42),64.823889,-164.329722,BANNER CREEK|Unavailable|Unavailable|Low(42),64.286944,-146.339444,RICHARDSON|Unavailable|Unavailable|Low(40),64.571667,-165.399444,BANNER|Unavailable|Unavailable|Low(36)",1288a7c8-3756-4972-be9f-1e17f2e748cb
gakona river,united states,alaska,,62.299444,-145.314444,no,High(87),,"62.299444,-145.314444,GAKONA RIVER|Unavailable|Unavailable|High(87),62.301944,-145.301944,GAKONA|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35)",1297d3f9-7b89-4893-847d-3028bdf539c0
"berry creek, dot lake",united states,alaska,,63.702778,-144.388889,no,Medium(56),,"63.702778,-144.388889,(g1)Berry Creek|Unavailable|Unavailable|Medium(56),65.659167,-163.982778,BERRY CREEK|Unavailable|Unavailable|Low(41),65.226389,-146.916944,BERRY CREEK|Unavailable|Unavailable|Low(41),63.702778,-144.391667,BERRY CREEK|Unavailable|Unavailable|Low(41),63.663566,-144.07071,DOT LAKE|Unavailable|Unavailable|Low(38),63.661389,-144.064444,DOT LAKE|Unavailable|Unavailable|Low(38)",129a63d2-9e2f-412a-b290-4d6a4358838c
confluence of ray river at yukon river.,united states,alaska,yukon-koyukuk dist.,62.598611,-164.8,no,Medium(56),,"62.598611,-164.8,At YUKON RIVER|Unavailable|Unavailable|Medium(56),62.5,-165,(g1)Yukon River|Unavailable|Unavailable|Medium(56),65.878056,-149.804167,RAY RIVER|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35)",12c5cb5d-6f79-49e0-ad17-0cca3519c141
olnes,united states,alaska,,65.074167,-147.67,no,High(80),,"65.074167,-147.67,OLNES|Unavailable|Unavailable|High(80)",130998d1-e5f9-45a4-8f0c-37a1de575cb9
elk,united states,wyoming,,43.786606,-110.547429,no,High(78),,"43.786606,-110.547429,ELK|Unavailable|Unavailable|High(78)",1377bca5-fa2c-4f78-8f9f-6930329ce185
"edmonton, 25 mi w",canada,alberta,,53.548456,-114.108461,no,High(84),,"53.548456,-114.108461,Distance West of EDMONTON|CAN:muni:1297@PPLA@25@270|Unavailable|High(84)",1389dac8-04e5-4297-9d87-9591c885c480
fort grahame,canada,british columbia,,56.6,-124.633333,no,High(87),,"56.6,-124.633333,FORT GRAHAME|Unavailable|Unavailable|High(87),56.6,-124.633333,FORT GRAHAM|Unavailable|Unavailable|Low(28)",13e6b83c-8634-43c9-9041-20ea5732bcc7
tanana r flats s of bonanza creek experimental forest,united states,alaska,,64.753889,-148.281667,no,Low(63),,"64.753889,-148.281667,BONANZA CREEK EXPERIMENTAL FOREST|Unavailable|Unavailable|Low(63),64.050833,-155.579722,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.470278,-157.846389,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.656389,-148.511111,BONANZA CREEK|Unavailable|Unavailable|Low(43),62.335,-158.194167,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.376111,-164.180833,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.887222,-165.000556,BONANZA CREEK|Unavailable|Unavailable|Low(43),61.49,-142.893611,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.770833,-145.306667,BONANZA CREEK|Unavailable|Unavailable|Low(43),66.588889,-151.060278,BONANZA CREEK|Unavailable|Unavailable|Low(43),67.486389,-150.933056,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.339722,-149.775556,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.370556,-154.757222,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.558889,-145.311389,BONANZA CREEK|Unavailable|Unavailable|Low(43),66.045,-165.54,BONANZA CREEK|Unavailable|Unavailable|Low(43),60.723056,-155.135556,BONANZA CREEK|Unavailable|Unavailable|Low(43),61.962778,-147.283889,BONANZA CREEK|Unavailable|Unavailable|Low(43),62.078889,-141.874722,BONANZA CREEK|Unavailable|Unavailable|Low(43),62.4425,-151.5075,BONANZA CREEK|Unavailable|Unavailable|Low(43),60.833333,-149.535556,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.757778,-161.849444,BONANZA CREEK|Unavailable|Unavailable|Low(43),61.063889,-159.752778,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.018611,-148.704444,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.235,-142.730556,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.322778,-151.345,BONANZA CREEK|Unavailable|Unavailable|Low(43),0,0,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.997778,-142.379444,BONANZA CREEK|Unavailable|Unavailable|Low(43),65.080278,-146.814167,BONANZA CREEK|Unavailable|Unavailable|Low(43),64.940278,-164.138056,BONANZA CREEK|Unavailable|Unavailable|Low(43),62.08,-141.875278,BONANZA|Unavailable|Unavailable|Low(37),65.171944,-152.078889,TANANA|Unavailable|Unavailable|Low(36)",13f091f4-d76e-4c4a-97ad-1fbb7375cc7c
indian river,united states,alaska,,59.290556,-161.947222,no,High(87),,"59.290556,-161.947222,INDIAN RIVER|Unavailable|Unavailable|High(87),65.868889,-154.401944,INDIAN RIVER|Unavailable|Unavailable|High(87),62.785833,-149.655278,INDIAN RIVER|Unavailable|Unavailable|High(87),57.045278,-135.310833,INDIAN RIVER|Unavailable|Unavailable|High(87),62.666944,-144.425278,INDIAN RIVER|Unavailable|Unavailable|High(87),0,0,INDIAN RIVER|Unavailable|Unavailable|High(87),57.779167,-135.182222,INDIAN RIVER|Unavailable|Unavailable|High(87),60.987222,-149.513611,INDIAN|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35)",1429afd5-0670-43f7-9f6e-8d7683163635
nenana river,united states,alaska,,64.564722,-149.105,no,High(87),,"64.564722,-149.105,NENANA RIVER|Unavailable|Unavailable|High(87),64.563889,-149.093056,NENANA|Unavailable|Unavailable|Low(36),0,0,RIVER|Unavailable|Unavailable|Low(35)",14d3f2ed-87e3-4280-a183-ce539a324d00
