locality,country,stateprovince,county,latitude,longitude,correction status,precision,error polygon,multiple results,uuid
tulsona creek,united states,alaska,,62.397778,-145.076389,no,High(88),,"62.397778,-145.076389,TULSONA CREEK|Unavailable|Unavailable|High(88)",290ccd60-3fb9-4b26-90a8-3dae05244f25
"gmu 20c, between little and big salcha rivers",united states,alaska,,65.083333,-143.916667,no,Medium(57),,"65.083333,-143.916667,(g1)Salcha River|Unavailable|Unavailable|Medium(57),64.466667,-146.983333,(g1)Salcha River|Unavailable|Unavailable|Medium(57),64.466667,-146.978889,SALCHA RIVER|Unavailable|Unavailable|Low(29)",2914316d-cee9-47d0-bea9-0a4497a2d144
mckinley river,united states,alaska,,63.866389,-151.555556,no,High(89),,"63.866389,-151.555556,MCKINLEY RIVER|Unavailable|Unavailable|High(89),0,0,RIVER|Unavailable|Unavailable|Low(35)",2914dc17-366a-4302-bd13-4fa40887334c
"little gerstle river, alaska highway",united states,alaska,,63.796944,-144.777222,no,Low(50),,"63.796944,-144.777222,LITTLE GERSTLE RIVER|Unavailable|Unavailable|Low(50),64.056944,-145.135278,GERSTLE RIVER|Unavailable|Unavailable|Low(43),0,0,RIVER|Unavailable|Unavailable|Low(35)",291ec882-6403-46b6-9867-2dcaff5cf136
clear creek,united states,alaska,,62.271389,-148.4325,no,High(86),,"62.271389,-148.4325,CLEAR CREEK|Unavailable|Unavailable|High(86),61.714444,-144.107778,CLEAR CREEK|Unavailable|Unavailable|High(86),60.672778,-160.278056,CLEAR CREEK|Unavailable|Unavailable|High(86),64.236667,-146.266111,CLEAR CREEK|Unavailable|Unavailable|High(86),63.501667,-148.823611,CLEAR CREEK|Unavailable|Unavailable|High(86),63.222222,-155.060556,CLEAR CREEK|Unavailable|Unavailable|High(86),60.103333,-142.278889,CLEAR CREEK|Unavailable|Unavailable|High(86),63.218056,-155.276667,CLEAR CREEK|Unavailable|Unavailable|High(86),63.064167,-145.973889,CLEAR CREEK|Unavailable|Unavailable|High(86),61.574167,-143.805278,CLEAR CREEK|Unavailable|Unavailable|High(86),65.525556,-167.551667,CLEAR CREEK|Unavailable|Unavailable|High(86),64.893889,-162.154167,CLEAR CREEK|Unavailable|Unavailable|High(86),64.444722,-149.1075,CLEAR CREEK|Unavailable|Unavailable|High(86),64.835833,-147.645278,CLEAR CREEK|Unavailable|Unavailable|High(86),60.207778,-144.486389,CLEAR CREEK|Unavailable|Unavailable|High(86),59.160833,-138.62,CLEAR CREEK|Unavailable|Unavailable|High(86),59.032778,-138.214444,CLEAR CREEK|Unavailable|Unavailable|High(86),61.078333,-146.775278,CLEAR CREEK|Unavailable|Unavailable|High(86),60.1525,-149.415833,CLEAR CREEK|Unavailable|Unavailable|High(86),60.397222,-144.0325,CLEAR CREEK|Unavailable|Unavailable|High(86),56.887222,-132.701111,CLEAR CREEK|Unavailable|Unavailable|High(86),66.215556,-155.496389,CLEAR CREEK|Unavailable|Unavailable|High(86),64.743333,-147.918889,CLEAR CREEK|Unavailable|Unavailable|High(86),61.750833,-150.914722,CLEAR CREEK|Unavailable|Unavailable|High(86),55.824722,-130.928611,CLEAR CREEK|Unavailable|Unavailable|High(86),60.0425,-150.647778,CLEAR CREEK|Unavailable|Unavailable|High(86),64.416667,-150.373611,CLEAR CREEK|Unavailable|Unavailable|High(86),61.432433,-142.930383,(g1)Clear Creek|Unavailable|Unavailable|Medium(56),64.336111,-149.163056,CLEAR|Unavailable|Unavailable|Low(35)",292c0e22-e178-427a-a48f-df2759b9ec0c
tok river,united states,alaska,,63.363611,-142.841111,no,High(84),,"63.363611,-142.841111,TOK RIVER|Unavailable|Unavailable|High(84),0,0,RIVER|Unavailable|Unavailable|Low(35),63.336667,-142.985556,TOK|Unavailable|Unavailable|Low(33)",292ca526-62c3-49a0-8eb8-7f8c9dcb6fc8
pelly river,canada,yukon,,62.783333,-137.333333,no,High(86),,"62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|High(86)",29465cc4-3a33-4d3b-8135-7fca65674d53
tolsona river,united states,alaska,,62.083889,-146.070278,no,Low(37),,"62.083889,-146.070278,TOLSONA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",295bde67-f955-4013-b118-6dd37914792d
codroy valley,canada,newfoundland and labrador,,47.881111,-59.391667,no,Low(36),,"47.881111,-59.391667,CODROY|Unavailable|Unavailable|Low(36)",295c7f07-5ad2-44b3-804c-1a0a63a8033d
may creek,united states,alaska,,68.748889,-150.564167,no,High(84),,"68.748889,-150.564167,MAY CREEK|Unavailable|Unavailable|High(84),64.182222,-155.166667,MAY CREEK|Unavailable|Unavailable|High(84),61.369167,-142.694167,MAY CREEK|Unavailable|Unavailable|High(84),61.348611,-142.693333,MAY CREEK|Unavailable|Unavailable|High(84),65.991389,-163.177778,MAY CREEK|Unavailable|Unavailable|High(84),65.616389,-161.160278,MAY CREEK|Unavailable|Unavailable|High(84),61.347742,-142.683406,(g1)May Creek|Unavailable|Unavailable|Medium(54)",296ad89e-e8b0-4d67-9cba-847cd07c0cd8
tok river,united states,alaska,,63.363611,-142.841111,no,High(84),,"63.363611,-142.841111,TOK RIVER|Unavailable|Unavailable|High(84),0,0,RIVER|Unavailable|Unavailable|Low(35),63.336667,-142.985556,TOK|Unavailable|Unavailable|Low(33)",296f490a-cf68-4b2e-be0c-9180a1aa3a4e
"california creek, tokotna district",united states,alaska,,65.086111,-166.127222,no,Low(46),,"65.086111,-166.127222,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.983889,-163.658056,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.360556,-153.564167,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.087222,-145.301944,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.633333,-164.807222,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.402778,-150.124722,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.188333,-150.426944,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.141667,-148.686667,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),61.881944,-157.645,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),61.049722,-159.934722,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),57.8625,-153.666389,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),62.074444,-141.843889,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.009722,-157.848333,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),63.061667,-156.336944,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),62.874444,-157.355278,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),66.96,-156.745278,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.924444,-162.734167,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),67.459444,-149.535833,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),60.966667,-149.118611,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.605556,-163.9,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.333333,-153.466667,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),63.083333,-156.366667,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),61.796389,-148.475833,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.64,-164.716667,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.651111,-148.395278,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),62.494167,-151.636389,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.009722,-163.228611,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),65.962778,-166.733889,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.351389,-144.614167,CALIFORNIA CREEK|Unavailable|Unavailable|Low(46),64.783333,-148.683333,CALIFORNIA|Unavailable|Unavailable|Low(40)",29833fbf-834e-4d9a-a04a-f07a3dc015fa
fort smith,canada,northwest territories,mackenzie district,60,-111.883333,no,High(85),,"60,-111.883333,FORT SMITH|Unavailable|Unavailable|High(85)",298cf926-09ef-4f80-aac3-f95f61b6389b
"liard river, fort simpson",canada,northwest territories,mackenzie district,61.85,-121.333333,no,Low(43),,"61.85,-121.333333,FORT SIMPSON|CAN:muni:159@PPL|Unavailable|Low(43),61.848708,-121.309825,LIARD RIVER|Unavailable|Unavailable|Low(41),61.85,-121.333333,SIMPSON|Unavailable|Unavailable|Low(37),60.233333,-123.483333,LIARD|Unavailable|Unavailable|Low(35)",2998428d-a6d7-40e8-80fc-7cad701b5820
goldking portage,united states,alaska,,57.989167,-135.836389,no,Low(37),,"57.989167,-135.836389,PORTAGE|Unavailable|Unavailable|Low(37),60.838056,-148.978056,PORTAGE|Unavailable|Unavailable|Low(37)",29ad1032-28a4-46ff-8b22-ed8b96fd9070
clearwater creek,united states,alaska,,63.018056,-142.555556,no,High(91),,"63.018056,-142.555556,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.150556,-143.199722,CLEARWATER CREEK|Unavailable|Unavailable|High(91),62.199167,-151.607778,CLEARWATER CREEK|Unavailable|Unavailable|High(91),62.898611,-147.129444,CLEARWATER CREEK|Unavailable|Unavailable|High(91),59.818333,-153.286667,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.411667,-150.97,CLEARWATER CREEK|Unavailable|Unavailable|High(91),63.732222,-154.883889,CLEARWATER CREEK|Unavailable|Unavailable|High(91),64.101667,-145.559167,CLEARWATER CREEK|Unavailable|Unavailable|High(91),68.383333,-145.683333,WATER CREEK|Unavailable|Unavailable|Low(28)",2a073289-8a1a-418d-aa32-87f03c272c4d
"ruby, on the yukon",united states,alaska,,64.739444,-155.486944,no,Low(34),,"64.739444,-155.486944,RUBY|Unavailable|Unavailable|Low(34)",29e03a57-5c50-4ebf-a76b-56a4fa82081e
kennicott road,united states,alaska,,61.486389,-142.886389,no,Low(39),,"61.486389,-142.886389,KENNICOTT|Unavailable|Unavailable|Low(39)",29e0d523-ffad-48dd-87e3-a46619d8c8e7
minto flats,united states,alaska,,65.150411,-149.349708,no,Low(35),,"65.150411,-149.349708,MINTO|Unavailable|Unavailable|Low(35)",2a0b8432-37a4-4cc1-ae15-1cef43daa4ce
bay saint george,canada,newfoundland and labrador,,45.133333,-66.816667,no,Low(43),,"45.133333,-66.816667,SAINT GEORGE|CAN:muni:4829@PPL|Unavailable|Low(43),48.433333,-58.5,SAINT GEORGE|Unavailable|Unavailable|Low(42),45.833333,-61.666667,SAINT GEORGE|Unavailable|Unavailable|Low(42),49.21939,-90.48538,GEORGE|Unavailable|Unavailable|Low(36)",2a22dd0a-a656-4406-985f-5417201ad39e
eielson air force base,united states,alaska,,64.669596,-147.094362,no,High(98),,"64.669596,-147.094362,EIELSON AIR FORCE BASE|AK:fedland:49@AIRPORT|Unavailable|High(98),64.653056,-147.054722,EIELSON AIR FORCE BASE|Unavailable|Unavailable|High(97)",2a30d79b-ec1b-4224-843e-a2139d9238a2
eielson air force base,united states,alaska,,64.669596,-147.094362,no,High(98),,"64.669596,-147.094362,EIELSON AIR FORCE BASE|AK:fedland:49@AIRPORT|Unavailable|High(98),64.653056,-147.054722,EIELSON AIR FORCE BASE|Unavailable|Unavailable|High(97)",2a709632-d75f-4d15-9be7-23c690251bef
"oxford house, 40 mi n",canada,manitoba,keewatin,55.528257,-95.266667,no,High(87),,"55.528257,-95.266667,Distance North of OXFORD HOUSE|Unavailable|Unavailable|High(87)",2a735545-f034-478b-92a3-3c7ebaf83472
"paradise river, 75 mi above mouth",canada,newfoundland,labrador,53.433333,-57.3,no,Low(44),,"53.433333,-57.3,PARADISE RIVER|Unavailable|Unavailable|Low(44),49.366667,-55.333333,PARADISE|Unavailable|Unavailable|Low(38)",2a99540d-2d3d-48e6-87d1-d10d89beed85
pelly river,canada,yukon,,62.783333,-137.333333,no,High(86),,"62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|High(86)",2ab95302-fea0-44a9-a0e5-5772d2be5dfb
copper river area (chitna),united states,alaska,,62.607572,-144.563747,no,Medium(57),,"62.607572,-144.563747,(g1)Copper River|Unavailable|Unavailable|Medium(57),59.526944,-154.518333,COPPER RIVER|Unavailable|Unavailable|Low(42),60.388611,-144.960833,COPPER RIVER|Unavailable|Unavailable|Low(42),0,0,RIVER|Unavailable|Unavailable|Low(35)",2ae11636-923a-4daf-8c53-614ff1f37994
pelly river,canada,yukon,,62.783333,-137.333333,no,High(86),,"62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|High(86)",2aef2e8f-f5a2-467e-b334-80cc96bd0870
shuman house area,united states,alaska,,66.893611,-143.773056,no,Low(42),,"66.893611,-143.773056,SHUMAN HOUSE|Unavailable|Unavailable|Low(42)",2b03c162-e0b6-47ec-8445-16dcaed8f8bd
midway lake,united states,alaska,,63.2199,-142.281866,no,High(86),,"63.2199,-142.281866,MIDWAY LAKE|Unavailable|Unavailable|High(86)",2b0f57cf-b89f-4cb8-b4e8-ece5bbd4c52d
sheenjek river,united states,alaska,,66.739722,-144.566944,no,High(89),,"66.739722,-144.566944,SHEENJEK RIVER|Unavailable|Unavailable|High(89),0,0,RIVER|Unavailable|Unavailable|Low(35)",2b34cc65-a7c8-49f8-a524-eaa2069d5ca2
"slide ridge, lake chelan, chelan co., washington",united states,washington,chelan,47.869207,-120.618973,no,Low(44),,"47.869207,-120.618973,CHELAN COUNTY|WA:cnty:53007@CNTYCNTR|Unavailable|Low(44),47.869104,-120.618905,CHELAN COUNTY|Unavailable|Unavailable|Low(43),48.037622,-120.355171,LAKE CHELAN|Unavailable|Unavailable|Low(41),47.919856,-120.256472,SLIDE RIDGE|Unavailable|Unavailable|Low(41),47.84097,-120.016459,CHELAN|WA:ppl:23592@PPL|Unavailable|Low(37)",2b3a9d70-d37e-472d-bbe6-b333cc4b4c43
murphy dome road,united states,alaska,,64.9525,-148.353333,no,Low(41),,"64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|Low(41),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",2b449ea3-92ad-4c86-8bf2-b2555333e834
"chewelah ?, near ?",united states,washington,stevens county,48.276287,-117.715521,no,Low(39),,"48.276287,-117.715521,CHEWELAH|WA:ppl:23595@PPL|Unavailable|Low(39)",2b4a0b1b-cd55-42b5-8a3c-e2e3bc514d32
mile 150 richardson highway,united states,alaska,,64.286944,-146.339444,no,Low(40),,"64.286944,-146.339444,RICHARDSON|Unavailable|Unavailable|Low(40)",2b4ceaf2-bf8d-4521-9fb8-ef8a013d2aa8
mendeltna river,united states,alaska,,62.066111,-146.45,no,Low(39),,"62.066111,-146.45,MENDELTNA|Unavailable|Unavailable|Low(39),0,0,RIVER|Unavailable|Unavailable|Low(35)",2b573675-3301-4358-92da-4227974c8878
moose creek,united states,alaska,,64.71,-147.143611,no,High(87),,"64.71,-147.143611,MOOSE CREEK|AK:ppl:693@PPL|Unavailable|High(87),64.720278,-147.224722,MOOSE CREEK|AK:ppl:693@STREAM|Unavailable|High(87),65.335,-146.825556,MOOSE CREEK|Unavailable|Unavailable|High(86),65.1375,-151.253611,MOOSE CREEK|Unavailable|Unavailable|High(86),65.069167,-147.2675,MOOSE CREEK|Unavailable|Unavailable|High(86),60.317778,-156.245,MOOSE CREEK|Unavailable|Unavailable|High(86),61.987778,-150.395556,MOOSE CREEK|Unavailable|Unavailable|High(86),65.674444,-148.341111,MOOSE CREEK|Unavailable|Unavailable|High(86),64.2805,-141.0027,MOOSE CREEK|Unavailable|Unavailable|High(86),64.788056,-165.599444,MOOSE CREEK|Unavailable|Unavailable|High(86),61.792222,-150.696389,MOOSE CREEK|Unavailable|Unavailable|High(86),59.638333,-158.582778,MOOSE CREEK|Unavailable|Unavailable|High(86),61.675,-149.032222,MOOSE CREEK|Unavailable|Unavailable|High(86),62.138889,-152.738333,MOOSE CREEK|Unavailable|Unavailable|High(86),64.123333,-142.268333,MOOSE CREEK|Unavailable|Unavailable|High(86),64.023056,-155.815833,MOOSE CREEK|Unavailable|Unavailable|High(86),62.373611,-157.7675,MOOSE CREEK|Unavailable|Unavailable|High(86),64.928611,-147.496667,MOOSE CREEK|Unavailable|Unavailable|High(86),65.223889,-146.939722,MOOSE CREEK|Unavailable|Unavailable|High(86),64.088056,-155.100833,MOOSE CREEK|Unavailable|Unavailable|High(86),64.923889,-148.074444,MOOSE CREEK|Unavailable|Unavailable|High(86),61.673611,-149.038611,MOOSE CREEK|Unavailable|Unavailable|High(86),62.737778,-146.486944,MOOSE CREEK|Unavailable|Unavailable|High(86),65.336111,-149.281667,MOOSE CREEK|Unavailable|Unavailable|High(86),65.829444,-146.5675,MOOSE CREEK|Unavailable|Unavailable|High(86),62.736944,-146.545278,MOOSE CREEK|Unavailable|Unavailable|High(86),62.754444,-157.982778,MOOSE CREEK|Unavailable|Unavailable|High(86),62.077778,-145.477222,MOOSE CREEK|Unavailable|Unavailable|High(86),62.212222,-156.943889,MOOSE CREEK|Unavailable|Unavailable|High(86),63.888333,-150.903889,MOOSE CREEK|Unavailable|Unavailable|High(86),64.061667,-149.1575,MOOSE CREEK|Unavailable|Unavailable|High(86),62.866667,-142.925833,MOOSE CREEK|Unavailable|Unavailable|High(86),63.670556,-148.64,MOOSE CREEK|Unavailable|Unavailable|High(86),63.804708,-150.997714,(g1)Moose Creek|Unavailable|Unavailable|Medium(56)",2b5a9054-e337-4244-9730-b82ed3455ac6
beaver creek,united states,alaska,,63.377222,-153.814167,no,High(87),,"63.377222,-153.814167,BEAVER CREEK|Unavailable|Unavailable|High(87),62.843056,-160.719167,BEAVER CREEK|Unavailable|Unavailable|High(87),62.709167,-155.751389,BEAVER CREEK|Unavailable|Unavailable|High(87),64.640278,-154.941667,BEAVER CREEK|Unavailable|Unavailable|High(87),62.225556,-141,BEAVER CREEK|Unavailable|Unavailable|High(87),65.107222,-152.453056,BEAVER CREEK|Unavailable|Unavailable|High(87),64.760278,-146.463889,BEAVER CREEK|Unavailable|Unavailable|High(87),64.550833,-164.924167,BEAVER CREEK|Unavailable|Unavailable|High(87),60.118611,-156.341111,BEAVER CREEK|Unavailable|Unavailable|High(87),59.558056,-158.580278,BEAVER CREEK|Unavailable|Unavailable|High(87),57.694722,-155.746389,BEAVER CREEK|Unavailable|Unavailable|High(87),62.058889,-150.847222,BEAVER CREEK|Unavailable|Unavailable|High(87),64.066389,-155.677778,BEAVER CREEK|Unavailable|Unavailable|High(87),63.048611,-141.858333,BEAVER CREEK|Unavailable|Unavailable|High(87),62.338611,-157.185556,BEAVER CREEK|Unavailable|Unavailable|High(87),55.286667,-132.622778,BEAVER CREEK|Unavailable|Unavailable|High(87),55.083611,-131.23,BEAVER CREEK|Unavailable|Unavailable|High(87),66.803333,-155.066389,BEAVER CREEK|Unavailable|Unavailable|High(87),55.9325,-131.435278,BEAVER CREEK|Unavailable|Unavailable|High(87),0,0,BEAVER CREEK|Unavailable|Unavailable|High(87),62.033333,-141.783333,BEAVER CREEK|Unavailable|Unavailable|High(87),60.813889,-149.430556,BEAVER CREEK|Unavailable|Unavailable|High(87),63.160833,-156.68,BEAVER CREEK|Unavailable|Unavailable|High(87),64.719444,-156.755833,BEAVER CREEK|Unavailable|Unavailable|High(87),60.779167,-158.713333,BEAVER CREEK|Unavailable|Unavailable|High(87),66.238611,-147.532778,BEAVER CREEK|Unavailable|Unavailable|High(87),59.752222,-151.508889,BEAVER CREEK|Unavailable|Unavailable|High(87),60.547222,-151.143889,BEAVER CREEK|Unavailable|Unavailable|High(87),59.862222,-153.189444,BEAVER CREEK|Unavailable|Unavailable|High(87),66.359444,-147.396389,BEAVER|Unavailable|Unavailable|Low(36),66.5,-146.916667,BEAVER|Unavailable|Unavailable|Low(36)",2b6c4926-a3b7-4b5c-9085-f987c5286e89
murphy dome,united states,alaska,,64.9525,-148.353333,no,High(86),,"64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|High(86),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",2b78b32b-91e9-4296-adfd-826693f72b25
dry creek,united states,alaska,,63.700278,-144.569167,no,High(84),,"63.700278,-144.569167,DRY CREEK|Unavailable|Unavailable|High(84),63.51403,-150.79177,DRY CREEK|Unavailable|Unavailable|High(84),64.502222,-165.416389,DRY CREEK|Unavailable|Unavailable|High(84),65.708333,-167.645278,DRY CREEK|Unavailable|Unavailable|High(84),64.883611,-164.226667,DRY CREEK|Unavailable|Unavailable|High(84),63.181667,-147.439722,DRY CREEK|Unavailable|Unavailable|High(84),60.970833,-160.1,DRY CREEK|Unavailable|Unavailable|High(84),59.458889,-161.515,DRY CREEK|Unavailable|Unavailable|High(84),61.545833,-143.944722,DRY CREEK|Unavailable|Unavailable|High(84),62.545556,-150.820278,DRY CREEK|Unavailable|Unavailable|High(84),62.130833,-145.416389,DRY CREEK|Unavailable|Unavailable|High(84),66.170556,-155.625556,DRY CREEK|Unavailable|Unavailable|High(84),63.889167,-148.976389,DRY CREEK|Unavailable|Unavailable|High(84),60.487222,-149.708056,DRY CREEK|Unavailable|Unavailable|High(84),0,0,DRY CREEK|Unavailable|Unavailable|High(84),63.653333,-144.665278,DRY CREEK|Unavailable|Unavailable|High(84),64.520556,-147.588611,DRY CREEK|Unavailable|Unavailable|High(84),56.473056,-158.352778,DRY CREEK|Unavailable|Unavailable|High(84),64.661667,-166.175,DRY CREEK|Unavailable|Unavailable|High(84),57.746667,-155.625,DRY CREEK|Unavailable|Unavailable|High(84),64.579444,-150.208889,DRY CREEK|Unavailable|Unavailable|High(84),63.3575,-152.9825,DRY CREEK|Unavailable|Unavailable|High(84)",2b795bc0-4a29-4d86-a01d-80ee7bf2634f
tazlina river,united states,alaska,,62.038611,-145.387222,no,High(88),,"62.038611,-145.387222,TAZLINA RIVER|Unavailable|Unavailable|High(88),62.05887,-145.428421,TAZLINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",2b85cd6c-65bb-4702-adf2-374e1c04fe9a
8 mi from murphy dome on murphy dome road,united states,alaska,,64.9525,-148.353333,no,Low(41),,"64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|Low(41),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",2b87878e-02e2-4302-a09b-5ebbd638ab3a
"west fork, taylor highway",united states,alaska,,61.428889,-150.448889,no,Low(39),,"61.428889,-150.448889,WEST FORK|Unavailable|Unavailable|Low(39),65.450833,-148.644722,WEST FORK|Unavailable|Unavailable|Low(39),61.747778,-149.420833,WEST FORK|Unavailable|Unavailable|Low(39),65.727222,-164.848611,TAYLOR|Unavailable|Unavailable|Low(36)",2ba47a53-2d4f-491b-9e2a-3ee5049d8255
platinum creek,united states,alaska,,58.895,-161.725833,no,High(89),,"58.895,-161.725833,PLATINUM CREEK|Unavailable|Unavailable|High(89),62.428333,-142.753611,PLATINUM CREEK|Unavailable|Unavailable|High(89),59.013056,-161.816389,PLATINUM|Unavailable|Unavailable|Low(38)",2b952607-9180-4795-bb2d-9c2e325635a6
eielson air force base,united states,alaska,,64.669596,-147.094362,no,High(98),,"64.669596,-147.094362,EIELSON AIR FORCE BASE|AK:fedland:49@AIRPORT|Unavailable|High(98),64.653056,-147.054722,EIELSON AIR FORCE BASE|Unavailable|Unavailable|High(97)",2b98167c-f825-47e3-9568-4dfc2b29f26c
little salcha river,united states,alaska,,64.528611,-146.999167,no,High(94),,"64.528611,-146.999167,LITTLE SALCHA RIVER|Unavailable|Unavailable|High(94),64.466667,-146.983333,(g1)Salcha River|Unavailable|Unavailable|Medium(57),65.083333,-143.916667,(g1)Salcha River|Unavailable|Unavailable|Medium(57),64.466667,-146.978889,SALCHA RIVER|Unavailable|Unavailable|Low(42),0,0,RIVER|Unavailable|Unavailable|Low(35)",2ba9c2ac-8321-4d6a-b566-c92beeceae26
mile 141 richardson highway,united states,alaska,,64.286944,-146.339444,no,Low(40),,"64.286944,-146.339444,RICHARDSON|Unavailable|Unavailable|Low(40)",2bb22ce2-33bd-41c6-8a69-44f63678448a
salcha river,united states,alaska,,64.466667,-146.978889,no,High(87),,"64.466667,-146.978889,SALCHA RIVER|Unavailable|Unavailable|High(87),64.466667,-146.983333,(g1)Salcha River|Unavailable|Unavailable|Medium(57),65.083333,-143.916667,(g1)Salcha River|Unavailable|Unavailable|Medium(57),0,0,RIVER|Unavailable|Unavailable|Low(35)",2bb5c38c-7930-42f2-b8a0-9cd388cf9924
"publatuk [=publituk] creek, anaktuvuk pass",united states,alaska,,68.143333,-151.735833,no,Low(45),,"68.143333,-151.735833,ANAKTUVUK PASS|AK:ppl:507@PPL|Unavailable|Low(45),68.146389,-151.7225,ANAKTUVUK PASS|AK:ppl:507@GAP|Unavailable|Low(45),67.883056,-152.266667,PUBLITUK CREEK|Unavailable|Unavailable|Low(44)",2bf94bb5-2869-4cf8-8bb9-4e7f61df7b22
"hodzana river, n of stevens village",united states,alaska,,66.006389,-149.090833,no,Low(45),,"66.006389,-149.090833,STEVENS VILLAGE|Unavailable|Unavailable|Low(45),66.291667,-147.773056,HODZANA RIVER|Unavailable|Unavailable|Low(43),58.156667,-136.186944,VILLAGE|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",2c0ab02a-2bca-4315-8ab7-93ea8285184f
"pelly river, above lappie river",canada,yukon,,62.783333,-137.333333,no,Low(41),,"62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|Low(41)",2c1f57a7-358b-4985-bf83-cd7eab03b69c
tonsina river,united states,alaska,,61.641389,-144.618056,no,High(88),,"61.641389,-144.618056,TONSINA RIVER|Unavailable|Unavailable|High(88),61.655833,-145.175278,TONSINA|Unavailable|Unavailable|Low(37),0,0,RIVER|Unavailable|Unavailable|Low(35)",2c2472a2-514b-4184-8a8d-8481d151fae2
murphy dome,united states,alaska,,64.9525,-148.353333,no,High(86),,"64.9525,-148.353333,MURPHY DOME|Unavailable|Unavailable|High(86),64.925,-148.130556,DOME|Unavailable|Unavailable|Low(34),58.733333,-161.6,DOME|Unavailable|Unavailable|Low(34)",2c3c504a-9ffb-4051-b149-3c953c4e5604
"mile 1280 alcan highway, northway",united states,alaska,,62.961667,-141.937222,no,Low(38),,"62.961667,-141.937222,NORTHWAY|Unavailable|Unavailable|Low(38),62.723056,-141.188056,ALCAN|Unavailable|Unavailable|Low(35)",2c601442-01a7-49d9-8a96-2124bae8b159
north fork,united states,alaska,,56.676667,-157.737222,no,High(85),,"56.676667,-157.737222,NORTH FORK|Unavailable|Unavailable|High(85)",2c6491e9-4a2a-40a5-a905-f182c62206ff
polly creek,united states,alaska,,60.484722,-156.978056,no,High(86),,"60.484722,-156.978056,POLLY CREEK|Unavailable|Unavailable|High(86),64.3075,-141.436944,POLLY CREEK|Unavailable|Unavailable|High(86),60.281914,-152.465638,POLLY CREEK|Unavailable|Unavailable|High(86)",2e8d2c3a-a2d8-41fb-97a7-605884252ed9
"pelly river, kalzas river",canada,yukon,,62.866667,-135.483333,no,Low(42),,"62.866667,-135.483333,KALZAS RIVER|Unavailable|Unavailable|Low(42),62.783333,-137.333333,PELLY RIVER|Unavailable|Unavailable|Low(41)",2cbfadc1-d25e-433c-a808-cb8cef53d1b0
chena river - behind eilson air force base,united states,alaska,,64.795556,-147.911944,no,Low(42),,"64.795556,-147.911944,CHENA RIVER|AK:water:16932@STREAM|Unavailable|Low(42),0,0,RIVER|Unavailable|Unavailable|Low(35)",2cc8913c-6169-463e-818b-462a78543937
